#{"env_id": null, "t_start": 1589010681.6361809}
r,l,t,score
266,919,9982.195394,266
204,689,9991.655717,204
156,263,9995.21111,156
109,314,9999.297964,109
111,171,10001.4754,111
231,1350,10019.878192,231
231,1059,10033.730024,231
71,709,10043.854455,71
35,431,10049.852814,35
61,406,10056.148503,61
129,309,10061.26626,129
206,376,10067.073483,206
282,1599,10090.762103,282
229,1308,10110.424559,229
31,65,10111.808965,31
20,172,10114.217861,20
18,96,10115.884996,18
31,689,10126.390854,31
143,341,10131.780424,143
223,1037,10147.33012,223
228,571,10156.301427,228
221,859,10169.008827,221
138,263,10173.089951,138
175,536,10181.989353,175
205,452,10188.525613,205
285,1126,10205.594421,285
268,599,10215.05205,268
231,2801,10256.694777,231
254,1058,10273.430502,254
234,484,10280.929196,234
218,1040,10540.8085,218
52,271,10545.015174,52
213,1153,10562.500759,213
129,482,10570.18075,129
141,553,10578.758289,141
125,317,10583.504803,125
166,451,10590.828898,166
247,470,10598.270122,247
208,461,10605.206531,208
256,533,10613.325261,256
226,1031,10629.318337,226
227,639,10639.052117,227
230,275,10643.167369,230
227,1182,10661.51982,227
175,420,10667.622063,175
135,415,10673.778628,135
219,640,10683.435036,219
194,502,10690.964158,194
227,707,10701.653163,227
218,542,10709.685807,218
144,359,10715.251297,144
89,1191,10733.19857,89
152,369,10738.973128,152
16,634,10748.943615,16
14,504,10756.865849,14
3,230,10760.463003,3
1,25,10760.76768,1
1,32,10761.155828,1
3,631,10771.086066,3
2,26,10771.391099,2
2,28,10771.688529,2
1,21,10772.532323,1
2,25,10772.838459,2
2,191,10775.578231,2
3,506,10783.6297,3
3,144,10785.825842,3
3,198,10789.319342,3
5,380,10795.423265,5
28,274,10799.703268,28
112,344,10805.257148,112
203,544,10813.444111,203
5,93,10815.050941,5
233,639,10824.881784,233
214,831,10837.318963,214
282,1054,10853.166254,282
68,303,10858.433068,68
46,279,10862.742531,46
179,357,10868.379428,179
4,75,10869.188319,4
156,690,10880.572131,156
205,643,10890.111699,205
229,977,10904.057714,229
188,745,10915.21037,188
110,456,10922.270384,110
168,365,10927.726424,168
641,1252,10945.545063,641
201,337,10950.71661,201
229,848,10963.292313,229
100,495,10970.285181,100
210,962,10984.6951,210
26,269,10988.796477,26
163,403,10994.749125,163
127,314,10999.766915,127
203,405,11005.633945,203
81,279,11009.819893,81
141,961,11024.440702,141
223,1174,11041.356763,223
210,660,11050.842314,210
192,404,11056.76417,192
268,513,11063.951681,268
252,326,11068.402107,252
34,137,11070.162826,34
108,147,11072.083669,108
232,904,11083.137236,232
237,1330,11100.189044,237
198,474,11106.671501,198
85,198,11109.661558,85
17,812,11120.705857,17
20,363,11126.41472,20
176,1124,11143.348119,176
75,495,11151.245195,75
235,1021,11166.727531,235
193,1149,11184.276871,193
224,280,11188.550173,224
180,1454,11210.95309,180
227,862,11223.995885,227
185,798,11236.224953,185
156,205,11238.999923,156
221,713,11250.260778,221
94,265,11254.406118,94
221,554,11262.662821,221
275,629,11272.080763,275
220,600,11281.391576,220
174,435,11287.864337,174
286,1081,11304.746828,286
276,362,11310.371474,276
167,345,11315.364308,167
267,730,11326.57457,267
197,829,11339.74142,197
167,264,11343.835955,167
230,957,11358.030537,230
227,983,11373.02301,227
69,1400,11394.627668,69
109,751,11406.308239,109
83,988,11421.149029,83
226,871,11434.486157,226
241,1322,11454.090968,241
224,509,11461.854266,224
174,357,11467.379871,174
492,1996,11497.312953,492
239,703,11507.492337,239
238,624,11516.931365,238
765,632,11526.708506,765
223,631,11536.2465,223
214,1181,11553.589901,214
201,271,11557.49029,201
239,840,11568.702752,239
241,632,11576.93986,241
663,894,11588.797861,663
144,541,11596.127494,144
206,448,11602.557609,206
281,791,11613.063526,281
213,311,11617.001477,213
272,1971,11646.831465,272
179,851,11659.625223,179
246,550,11668.520226,246
83,286,11672.821953,83
202,697,11683.059404,202
243,1057,11698.795095,243
167,1067,11715.525274,167
229,1239,11733.837832,229
132,838,11747.116974,132
117,346,11752.49039,117
199,1652,11777.364553,199
183,855,11790.520497,183
252,696,11801.48687,252
142,327,11806.286159,142
222,1115,11823.170699,222
279,653,11833.089677,279
189,537,11841.341336,189
222,645,11851.263921,222
228,467,11858.499381,228
222,870,11871.890523,222
123,546,11880.299091,123
232,1161,11897.767309,232
221,372,11903.486517,221
210,348,11908.927692,210
637,1024,11924.310853,637
129,236,11928.096056,129
708,668,11938.147429,708
220,1327,11958.063756,220
226,662,11968.040573,226
181,476,11975.545807,181
41,551,11984.152716,41
57,679,11995.38812,57
75,608,12004.559506,75
157,623,12014.365536,157
147,885,12028.005444,147
697,973,12270.272882,697
272,416,12276.472705,272
92,258,12280.519409,92
228,747,12291.860049,228
131,297,12296.229651,131
287,611,12305.929294,287
238,902,12319.654706,238
39,388,12325.602617,39
30,57,12326.819916,30
45,291,12331.206403,45
214,775,12343.046507,214
218,788,12354.78932,218
238,769,12366.445392,238
214,492,12374.104572,214
70,322,12378.829804,70
622,1095,12395.714697,622
241,1170,12413.554206,241
167,865,12427.249997,167
226,831,12439.906179,226
282,578,12449.041212,282
222,656,12459.085423,222
207,442,12465.665736,207
226,764,12477.541329,226
108,332,12482.974555,108
228,1821,12511.067204,228
202,452,12518.287345,202
209,647,12528.365271,209
226,544,12536.768434,226
239,1215,12555.588615,239
195,626,12564.621933,195
230,626,12574.428217,230
239,618,12584.005392,239
212,571,12592.963812,212
241,1175,12610.788862,241
225,479,12618.328588,225
236,1756,12643.292941,236
75,370,12648.397629,75
7,39,12648.80708,7
1,14,12649.43393,1
3,170,12651.60898,3
3,399,12656.832152,3
2,98,12658.468556,2
3,215,12661.057364,3
188,1848,12685.074606,188
19,364,12690.286572,19
18,222,12693.218363,18
0,67,12694.508584,0
16,138,12696.585816,16
37,1177,12714.539163,37
19,257,12718.448711,19
0,71,12719.762042,0
0,61,12720.397532,0
1,73,12721.78612,1
0,73,12722.568841,0
19,1307,12742.839737,19
0,64,12743.553292,0
0,67,12744.892542,0
0,71,12745.660412,0
0,53,12746.818856,0
13,161,12749.164251,13
20,1086,12765.541343,20
81,1494,12788.540393,81
90,603,12797.835409,90
220,1950,12826.793231,220
166,392,12832.672681,166
239,858,12845.009132,239
287,793,12856.928255,287
182,591,12866.41387,182
149,605,12875.546533,149
214,1103,12892.651615,214
236,963,12907.01533,236
235,1107,12924.166295,235
213,406,12930.344041,213
186,931,12945.25795,186
237,1239,12963.517211,237
20,280,12967.79936,20
5,56,12969.079861,5
9,84,12969.993915,9
26,179,12973.195139,26
239,1050,12989.237192,239
217,702,13000.226548,217
260,971,13014.626984,260
229,264,13018.623172,229
157,314,13023.764416,157
212,1050,13039.750751,212
241,914,13053.630652,241
133,399,13059.724771,133
248,1136,13077.23784,248
227,231,13080.947529,227
226,1411,13100.89031,226
197,576,13108.663105,197
196,632,13118.433061,196
262,978,13133.699757,262
240,877,13145.848298,240
206,403,13151.121737,206
164,463,13157.590106,164
203,633,13165.7207,203
236,507,13172.62238,236
701,703,13182.36132,701
205,1041,13196.456881,205
164,316,13201.25458,164
241,638,13209.834978,241
182,422,13215.6158,182
263,864,13229.048854,263
277,860,13241.815402,277
232,725,13253.049937,232
223,946,13267.278547,223
226,1237,13286.858412,226
237,396,13292.957063,237
227,809,13305.017049,227
167,355,13310.696099,167
208,646,13320.788443,208
179,465,13328.195812,179
166,404,13334.405739,166
329,760,13346.29581,329
191,310,13350.992462,191
285,784,13363.419606,285
133,495,13370.710531,133
138,359,13376.599764,138
227,1134,13393.941303,227
183,326,13399.433152,183
3,238,13402.789788,3
19,68,13404.18769,19
12,36,13404.575104,12
51,218,13408.229399,51
204,758,13420.148319,204
90,428,13426.64007,90
252,625,13436.412436,252
178,895,13450.436106,178
210,1159,13468.357147,210
105,1033,13484.753216,105
117,638,13494.817384,117
215,1440,13516.976338,215
211,1247,13536.14019,211
233,971,13551.050128,233
212,406,13557.133548,212
206,464,13564.49106,206
234,659,13574.392408,234
213,404,13580.427852,213
179,620,13589.795834,179
230,566,13598.064506,230
221,476,13605.494976,221
265,1332,13625.5608,265
155,196,13628.897994,155
179,353,13634.372337,179
242,434,13640.952872,242
230,1361,13661.826077,230
135,1121,13678.617502,135
223,1043,13695.014268,223
221,349,13699.989316,221
197,928,13714.093,197
210,331,13719.498255,210
724,587,13728.680487,724
27,271,13732.967561,27
131,666,13743.1902,131
38,213,13746.871333,38
203,408,13753.078418,203
240,594,13761.831982,240
221,565,13770.824035,221
225,603,13986.951931,225
181,289,13991.290105,181
217,383,13997.236046,217
604,1189,14015.090677,604
133,341,14020.627987,133
287,623,14030.34991,287
602,1195,14048.141224,602
284,402,14054.180178,284
222,641,14063.956838,222
240,1072,14080.996467,240
233,332,14085.624918,233
263,766,14097.018072,263
664,889,14110.439041,664
0,44,14110.957344,0
0,60,14112.184271,0
30,177,14114.726234,30
0,95,14116.428327,0
0,51,14117.031837,0
0,59,14118.304496,0
0,48,14118.831587,0
0,39,14119.931487,0
0,58,14120.557059,0
0,83,14122.099853,0
0,112,14123.970176,0
0,60,14124.580724,0
0,125,14126.611342,0
0,78,14128.131686,0
0,129,14130.20518,0
0,70,14131.031582,0
0,85,14132.521259,0
0,53,14133.191084,0
0,51,14134.309402,0
0,44,14134.828859,0
0,113,14136.715166,0
0,59,14137.359931,0
0,74,14138.794307,0
0,92,14140.395279,0
0,67,14141.192225,0
0,99,14142.901545,0
0,92,14144.482457,0
0,113,14145.766679,0
0,100,14147.534857,0
0,59,14148.807247,0
0,61,14149.481656,0
0,95,14151.140017,0
0,46,14151.641658,0
0,99,14153.34112,0
0,40,14153.763593,0
0,65,14155.118907,0
0,72,14155.900501,0
0,61,14157.172812,0
0,88,14158.77683,0
0,81,14159.660141,0
0,93,14161.37224,0
0,74,14162.899664,0
0,101,14164.07651,0
0,69,14165.419861,0
0,56,14166.084849,0
0,61,14167.329936,0
0,63,14168.086216,0
135,512,14176.194321,135
0,53,14177.376811,0
13,72,14178.176369,13
1,58,14179.444799,1
0,71,14180.210957,0
0,78,14181.70221,0
0,64,14182.398046,0
219,377,14188.305308,219
208,429,14195.31959,208
216,439,14201.646952,216
280,1100,14216.43469,280
286,1545,14236.89999,286
278,791,14247.382163,278
253,316,14251.372109,253
212,2190,14277.964928,212
59,111,14278.882993,59
213,1664,14300.851315,213
151,417,14306.826091,151
283,715,14317.339897,283
202,283,14321.555001,202
158,203,14325.082265,158
222,385,14331.096622,222
237,1126,14348.345218,237
239,737,14359.651187,239
226,291,14364.035196,226
238,651,14373.553119,238
240,771,14384.888489,240
226,359,14390.265744,226
241,472,14396.770678,241
236,1169,14414.756058,236
268,703,14424.880586,268
97,1190,14443.02061,97
55,1553,14467.573799,55
57,817,14479.727112,57
13,443,14486.312395,13
36,393,14492.281189,36
91,1252,14511.662485,91
38,187,14514.846998,38
48,391,14520.847971,48
86,1303,14540.937882,86
172,924,14554.874863,172
89,565,14563.907533,89
73,290,14568.198053,73
129,306,14572.755697,129
209,758,14584.176034,209
79,306,14589.54064,79
168,361,14594.757472,168
255,597,14604.299182,255
232,1137,14622.006255,232
210,553,14630.49308,210
251,347,14635.959215,251
263,814,14648.242404,263
217,965,14663.619587,217
204,523,14671.788965,204
228,464,14679.195311,228
287,834,14691.618835,287
231,873,14702.99525,231
239,1111,14711.119417,239
225,411,14714.09524,225
118,354,14716.934318,118
218,330,14719.340921,218
134,404,14722.439607,134
221,761,14728.125142,221
239,883,14734.707208,239
203,531,14738.485977,203
222,391,14741.378461,222
221,575,14745.534355,221
226,536,14749.533007,226
227,400,14752.485302,227
236,1192,14760.672354,236
718,617,14765.008025,718
232,769,14770.461171,232
280,308,14772.882389,280
217,610,14777.085206,217
230,378,14779.80457,230
287,907,14786.33462,287
240,690,14791.517148,240
232,370,14794.237187,232
337,857,14800.470705,337
237,471,14804.229686,237
258,576,14808.782419,258
240,1136,14816.759062,240
708,665,14821.732802,708
287,692,14826.628928,287
85,185,14828.292215,85
280,467,14831.628952,280
700,706,14837.180121,700
287,633,14841.987339,287
235,507,14845.891039,235
677,823,14852.014402,677
286,382,14855.043551,286
712,647,14860.165856,712
143,645,14865.270779,143
42,507,14869.468142,42
1,24,14869.598317,1
1,20,14869.70225,1
37,568,14874.436261,37
92,395,14877.544926,92
5,51,14877.86486,5
7,44,14878.392818,7
6,86,14878.928515,6
5,51,14879.512161,5
5,35,14879.735161,5
5,67,14880.430167,5
5,491,14884.20255,5
4,122,14885.212256,4
268,664,14890.576662,268
219,447,14893.853971,219
185,471,14897.573241,185
271,613,14901.840611,271
239,854,14908.013374,239
232,612,14912.454784,232
166,217,14914.171976,166
235,410,14917.219043,235
237,528,14921.196227,237
213,350,14923.939839,213
764,638,14928.689506,764
170,473,14932.204098,170
237,728,14937.783799,237
237,433,14940.909257,237
226,389,14943.81024,226
232,915,14950.876147,232
231,468,14954.1788,231
731,803,14960.306947,731
284,616,14964.699961,284
196,382,14967.694736,196
223,300,14970.151522,223
81,261,14972.24778,81
77,320,14974.555784,77
83,749,14980.576649,83
290,732,14986.06674,290
232,1222,14994.70146,232
280,657,14999.475754,280
225,2510,15018.562974,225
165,727,15024.153773,165
225,605,15028.952035,225
224,505,15032.355062,224
228,409,15035.766402,228
272,979,15043.215459,272
230,373,15046.097928,230
215,399,15049.118928,215
235,451,15052.602659,235
141,554,15056.641639,141
270,843,15063.042192,270
264,318,15065.261385,264
125,527,15069.336332,125
150,652,15074.489389,150
238,670,15079.651237,238
234,568,15083.798558,234
574,1335,15173.498916,574
224,493,15176.925974,224
237,508,15180.652507,237
214,528,15184.830241,214
213,757,15190.260516,213
223,623,15195.154799,223
282,515,15199.153154,282
334,589,15203.677389,334
158,714,15209.030286,158
284,432,15212.439196,284
196,316,15214.719605,196
237,713,15220.079442,237
324,388,15222.898725,324
223,586,15227.243022,223
291,911,15234.061759,291
232,402,15236.953351,232
237,497,15240.813603,237
42,294,15243.017773,42
26,82,15243.81026,26
34,658,15249.037216,34
54,688,15254.219508,54
25,452,15257.726468,25
7,85,15258.14651,7
4,203,15259.872371,4
4,126,15260.900497,4
5,92,15261.721362,5
8,118,15262.679008,8
20,347,15265.118884,20
4,68,15265.825866,4
4,286,15268.062384,4
4,293,15270.279053,4
4,195,15272.052515,4
4,110,15272.984811,4
4,180,15274.248907,4
4,130,15275.246897,4
27,1641,15288.569564,27
21,356,15291.535212,21
4,71,15291.898624,4
4,608,15297.027297,4
13,194,15298.671349,13
7,142,15299.78906,7
182,921,15306.625655,182
53,508,15310.566267,53
42,492,15314.444772,42
28,427,15317.752178,28
14,105,15318.618999,14
14,134,15319.66037,14
13,398,15322.717696,13
13,89,15323.489661,13
5,67,15323.875098,5
13,283,15326.12316,13
131,292,15328.659153,131
68,332,15331.122172,68
225,505,15335.150817,225
75,299,15337.745884,75
174,851,15343.90941,174
43,109,15344.796751,43
226,547,15348.88021,226
23,750,15354.983459,23
13,494,15359.151571,13
4,28,15359.282792,4
4,274,15361.531159,4
4,142,15362.717885,4
4,450,15366.73502,4
13,150,15367.930325,13
21,120,15368.909066,21
63,197,15370.739562,63
166,361,15373.412067,166
229,1067,15381.686687,229
215,1070,15396.597791,215
229,819,15409.443066,229
97,621,15417.799994,97
120,152,15420.376167,120
291,1133,15435.468997,291
211,902,15447.479383,211
82,1376,15465.691475,82
43,367,15470.501393,43
14,318,15475.052551,14
132,548,15482.409441,132
222,1159,15500.784494,222
103,667,15511.277871,103
170,281,15515.595624,170
101,544,15524.530141,101
291,664,15534.688324,291
228,1065,15550.485193,228
62,288,15554.818557,62
223,800,15567.093206,223
232,673,15576.961808,232
286,464,15583.693392,286
215,411,15590.438462,215
60,407,15596.666669,60
26,175,15599.209024,26
23,123,15601.147955,23
37,270,15605.34112,37
136,426,15612.334412,136
158,753,15623.933095,158
117,414,15630.195149,117
151,463,15636.982048,151
130,989,15652.12941,130
193,540,15660.189428,193
260,588,15669.503109,260
123,279,15673.909698,123
210,722,15685.455243,210
222,751,15697.612215,222
194,270,15701.826268,194
227,625,15711.890695,227
210,433,15718.348377,210
233,700,15728.929138,233
201,1170,15747.681738,201
219,691,15757.97491,219
283,855,15771.255564,283
210,647,15781.350806,210
207,373,15787.330444,207
230,503,15795.220791,230
190,361,15800.458659,190
211,312,15805.809104,211
233,786,15818.189102,233
160,417,15824.689444,160
188,572,15834.371042,188
24,537,15843.282469,24
25,498,15851.592084,25
22,554,15860.595124,22
0,64,15862.051895,0
0,55,15862.693522,0
0,94,15864.452286,0
0,98,15866.223994,0
0,57,15866.858997,0
0,50,15867.40756,0
0,81,15869.030774,0
0,73,15870.550496,0
0,59,15871.264466,0
0,48,15871.840782,0
0,49,15873.036161,0
0,107,15874.87945,0
0,65,15875.602976,0
0,63,15876.977681,0
0,92,15878.032299,0
0,92,15879.649131,0
0,109,15881.621007,0
0,93,15883.381035,0
0,58,15884.064742,0
0,40,15884.528986,0
0,75,15886.025936,0
0,49,15886.607539,0
0,67,15887.979148,0
0,67,15888.829902,0
0,54,15890.064372,0
0,47,15890.607205,0
130,175,15893.809334,130
0,72,15894.662936,0
109,333,15900.394923,109
220,580,15909.256283,220
333,846,15922.92974,333
327,456,15930.035658,327
140,676,15941.520041,140
218,385,15947.740341,218
237,608,15956.736038,237
230,511,15964.846092,230
171,520,15973.781782,171
237,1150,15992.04354,237
237,662,16002.448692,237
231,493,16010.313263,231
231,448,16016.988923,231
230,361,16022.829612,230
203,479,16030.530327,203
212,410,16036.897733,212
201,245,16040.974669,201
161,245,16044.923871,161
215,711,16056.096719,215
26,1250,16076.718225,26
33,1447,16100.168864,33
9,123,16102.202071,9
22,886,16116.890015,22
0,38,16117.306465,0
24,1238,16137.774103,24
22,282,16142.271178,22
10,577,16152.054053,10
9,472,16159.826064,9
9,76,16160.76422,9
10,674,16171.686909,10
15,577,16181.511712,15
22,298,16186.20499,22
17,206,16189.806484,17
18,543,16198.594846,18
12,671,16209.476164,12
34,812,16223.153418,34
19,755,16235.682166,19
16,47,16236.220937,16
18,233,16240.227609,18
20,293,16244.935197,20
22,1026,16261.688957,22
211,471,16269.519298,211
114,198,16272.402612,114
49,121,16274.451869,49
75,406,16280.91482,75
72,333,16286.612845,72
109,297,16291.311902,109
165,249,16295.379262,165
95,185,16298.779087,95
201,795,16311.613201,201
106,373,16317.782552,106
105,446,16324.675658,105
149,434,16332.129237,149
172,649,16342.535781,172
174,537,16351.064416,174
192,420,16357.497569,192
220,1135,16375.571771,220
243,445,16383.083346,243
224,664,16393.457029,224
214,342,16398.460366,214
98,441,16405.960894,98
116,541,16414.632014,116
209,581,16424.229667,209
215,705,16435.025561,215
278,677,16444.594969,278
173,257,16448.160519,173
234,543,16456.029242,234
238,976,16468.956546,238
19,157,16471.633192,19
29,61,16472.206933,29
28,51,16472.76155,28
214,610,16481.264342,214
236,619,16489.940418,236
199,593,16498.556567,199
223,589,16507.404739,223
236,525,16515.556513,236
