#{"env_id": null, "t_start": 1593475393.4799285}
r,l,t,score,ghosts,win,d
67,259,27944.315109,217,3,0,0
189,336,27947.696861,339,4,0,0
85,401,27951.524074,235,2,0,0
86,436,27955.803775,236,3,0,0
574,838,27963.97713,674,1,1,0
141,687,27970.187125,291,2,0,0
90,157,27972.088802,240,4,0,0
871,354,27975.451958,921,3,1,0
141,537,27980.932381,291,3,0,0
743,493,27985.57397,793,2,1,0
141,1022,27994.924238,291,1,0,0
773,341,27998.250591,823,1,1,0
649,712,28005.086191,749,1,1,0
75,368,28008.681109,225,3,0,0
133,505,28013.397366,283,3,0,0
90,886,28021.713045,240,1,0,0
131,325,28025.249468,281,4,0,0
669,360,28028.723405,769,1,1,0
231,481,28033.557843,381,4,0,0
757,423,28037.366976,807,2,1,0
240,363,28040.985107,390,2,0,0
135,378,28044.663259,285,3,0,0
169,306,28047.672419,319,4,0,0
732,298,28050.39752,782,1,1,0
777,324,28053.939631,827,3,1,0
729,310,28056.995686,779,4,1,0
187,363,28060.440386,337,3,0,0
141,559,28065.921319,291,4,0,0
178,296,28069.085216,328,3,0,0
185,375,28072.804562,335,3,0,0
759,414,28076.834707,809,3,1,0
238,371,28080.517226,388,4,0,0
865,383,28084.25637,915,2,1,0
116,346,28087.833735,266,3,0,0
561,902,28096.174928,661,1,1,0
114,514,28101.344942,264,4,0,0
291,644,28107.597798,441,4,0,0
640,759,28114.918898,740,2,1,0
636,1029,28124.304449,636,1,1,0
669,861,28131.806338,669,1,1,0
158,302,28135.004155,308,2,0,0
772,347,28137.984699,772,1,1,0
746,478,28142.596769,746,1,1,0
587,1022,28151.988563,637,1,1,0
820,358,28155.547753,820,1,1,0
677,574,28160.960115,777,3,1,0
186,300,28164.252808,336,3,0,0
177,456,28168.531493,327,3,0,0
240,518,28173.679683,390,4,0,0
191,1204,28185.263882,341,2,0,0
240,598,28190.676789,390,2,0,0
91,988,28200.170902,241,2,0,0
861,403,28203.887129,861,1,1,0
662,897,28212.085555,712,1,1,0
672,349,28215.420854,772,1,1,0
664,387,28219.197377,764,2,1,0
748,717,28226.131193,748,1,1,0
138,737,28232.931558,288,2,0,0
828,567,28238.749116,878,2,1,0
817,371,28242.532375,867,2,1,0
284,233,28244.872653,434,4,0,0
817,374,28247.987621,817,1,1,0
731,554,28253.465374,781,1,1,0
140,530,28258.767573,290,3,0,0
756,678,28265.46412,756,1,1,0
916,375,28269.334559,1016,3,1,0
236,427,28273.843671,386,3,0,0
241,424,28277.938631,391,4,0,0
559,1661,28293.649259,609,2,1,0
239,533,28298.79876,389,2,0,0
-49,183,28300.611591,101,4,0,0
100,240,28303.148868,250,4,0,0
-61,206,28305.489361,89,3,0,0
562,1649,28321.376337,662,1,1,0
74,255,28323.941298,224,2,0,0
796,479,28328.820297,846,2,1,0
796,476,28333.225547,846,2,1,0
121,247,28335.724434,271,4,0,0
139,2511,28358.884303,289,1,0,0
141,1075,28368.67374,291,1,0,0
723,593,28374.174676,723,1,1,0
171,341,28377.515129,321,4,0,0
745,734,28384.540288,745,2,1,0
191,615,28390.599814,341,4,0,0
191,524,28395.639545,341,4,0,0
241,451,28400.269547,391,4,0,0
723,341,28403.272037,823,2,1,0
129,392,28407.260179,279,4,0,0
718,615,28413.297498,768,2,1,0
697,471,28417.808429,747,1,1,0
289,482,28422.717021,439,3,0,0
276,338,28425.855068,426,4,0,0
633,791,28433.14991,733,2,1,0
822,347,28436.48524,822,1,1,0
141,380,28440.124817,291,2,0,0
136,217,28442.402024,286,4,0,0
675,581,28447.811624,775,2,1,0
340,397,28451.813707,490,4,0,0
94,232,28454.14627,244,4,0,0
137,280,28456.79812,287,3,0,0
742,497,28461.676935,842,3,1,0
774,337,28465.032212,824,1,1,0
340,358,28468.726304,490,4,0,0
191,484,28473.65819,341,3,0,0
9,161,28475.096243,159,2,0,0
735,284,28477.905214,785,1,1,0
274,300,28480.738973,424,3,0,0
874,339,28484.238963,924,2,1,0
779,311,28487.090514,829,1,1,0
449,1713,28502.880013,499,1,1,0
179,283,28505.609284,329,3,0,0
811,400,28509.484553,861,2,1,0
829,313,28512.629429,829,1,1,0
781,300,28515.346381,831,1,1,0
226,298,28518.352908,376,4,0,0
74,172,28520.361586,224,3,0,0
90,491,28524.817004,240,3,0,0
79,317,28527.93483,229,2,0,0
190,417,28531.904379,340,3,0,0
662,396,28535.754766,762,2,1,0
151,209,28538.028935,301,3,0,0
823,340,28541.396141,823,1,1,0
240,496,28545.894503,390,4,0,0
682,546,28551.261664,732,2,1,0
785,282,28553.935039,785,3,1,0
240,354,28557.645962,390,4,0,0
241,493,28562.544503,391,2,0,0
136,442,28566.836339,286,3,0,0
139,439,28571.039597,289,2,0,0
191,634,28577.222064,341,2,0,0
815,380,28581.004325,865,2,1,0
854,438,28585.489087,954,3,1,0
287,541,28590.711873,437,4,0,0
180,424,28594.718461,330,4,0,0
91,800,28602.314368,241,1,0,0
864,389,28606.246265,914,3,1,0
228,422,28610.41036,378,4,0,0
725,581,28615.732381,775,1,1,0
724,338,28619.226784,824,3,1,0
69,237,28621.738597,219,4,0,0
188,338,28625.233639,338,2,0,0
538,1265,28636.435577,638,2,1,0
185,685,28643.281079,335,2,0,0
65,216,28645.260016,215,3,0,0
753,444,28649.6423,803,2,1,0
136,362,28653.279304,286,3,0,0
141,1249,28664.844753,291,1,0,0
185,398,28668.828826,335,4,0,0
334,432,28673.064557,484,4,0,0
326,294,28676.032169,476,4,0,0
121,327,28679.349394,271,3,0,0
173,297,28682.258648,323,4,0,0
277,335,28685.630024,427,3,0,0
716,877,28693.973215,766,2,1,0
140,880,28702.215066,290,2,0,0
124,361,28705.557085,274,4,0,0
188,449,28710.35852,338,4,0,0
119,367,28714.01513,269,3,0,0
600,708,28720.590255,700,2,1,0
557,1174,28731.134524,657,1,1,0
137,739,28738.317881,287,3,0,0
558,915,28746.65415,658,1,1,0
221,405,28751.054917,371,3,0,0
721,354,28754.347038,821,4,1,0
800,455,28758.758129,800,1,1,0
91,1066,28768.497775,241,1,0,0
141,1191,28779.407361,291,1,0,0
108,261,28782.502311,258,4,0,0
690,758,28789.504617,740,2,1,0
124,321,28792.89518,274,2,0,0
752,447,28796.968513,752,1,1,0
784,288,28800.047199,784,2,1,0
140,755,28807.223052,290,2,0,0
723,344,28810.339701,773,2,1,0
190,864,28818.377159,340,2,0,0
827,321,28821.618775,827,1,1,0
91,798,28829.138707,241,2,0,0
127,438,28833.372816,277,4,0,0
190,897,28841.627722,340,1,0,0
690,508,28846.476789,740,1,1,0
120,395,28850.533482,270,4,0,0
140,351,28853.928133,290,2,0,0
121,462,28858.695629,271,3,0,0
780,309,28861.449224,780,2,1,0
770,357,28865.000414,820,3,1,0
140,717,28871.580307,290,3,0,0
772,346,28875.042939,822,3,1,0
675,332,28878.270091,775,2,1,0
184,645,28884.491283,334,4,0,0
150,252,28887.148371,300,4,0,0
831,301,28890.039131,831,2,1,0
190,698,28896.840953,340,2,0,0
810,408,28900.587699,810,1,1,0
758,416,28904.297375,808,2,1,0
671,603,28909.789697,721,1,1,0
185,422,28913.90376,335,4,0,0
130,389,28917.787311,280,4,0,0
771,603,28924.04721,871,4,1,0
756,429,28928.310029,856,4,1,0
128,298,28931.104501,278,4,0,0
602,696,28937.768088,702,2,1,0
36,131,28939.16715,186,4,0,0
141,592,28944.574189,291,2,0,0
136,301,28947.716061,286,3,0,0
91,391,28951.85342,241,3,0,0
57,298,28954.805078,207,3,0,0
767,372,28958.352415,767,1,1,0
90,1026,28968.053056,240,3,0,0
188,439,28972.696901,338,4,0,0
225,650,28979.07588,375,4,0,0
70,253,28981.560088,220,3,0,0
213,329,28984.705249,363,4,0,0
759,414,28988.427479,759,1,1,0
181,315,28991.690698,331,4,0,0
784,289,28994.360781,834,1,1,0
788,516,28999.282738,788,1,1,0
240,593,29005.415497,390,4,0,0
183,398,29009.34828,333,4,0,0
762,399,29012.997006,762,1,1,0
737,524,29017.981697,787,1,1,0
78,405,29021.966886,228,4,0,0
652,698,29028.698657,702,1,1,0
129,218,29030.717533,279,4,0,0
238,399,29035.06983,388,3,0,0
136,938,29043.663994,286,2,0,0
813,391,29047.391101,863,1,1,0
133,320,29050.380925,283,2,0,0
721,354,29053.824767,821,1,1,0
341,430,29058.376711,491,4,0,0
191,507,29063.310773,341,2,0,0
189,453,29067.661612,339,3,0,0
752,445,29072.31653,852,3,1,0
88,542,29077.521005,238,2,0,0
141,569,29082.855905,291,3,0,0
187,532,29087.814493,337,1,0,0
140,496,29092.859144,290,4,0,0
204,283,29095.80972,354,4,0,0
140,561,29101.318177,290,1,0,0
84,443,29105.426032,234,1,0,0
191,573,29111.167858,341,2,0,0
581,1053,29120.964169,631,1,1,0
286,468,29125.75598,436,3,0,0
22,203,29127.767097,172,4,0,0
104,274,29130.513111,254,3,0,0
149,394,29134.560291,299,4,0,0
140,556,29140.198219,290,2,0,0
30,196,29141.993405,180,3,0,0
138,706,29148.902685,288,2,0,0
257,258,29151.512067,407,3,0,0
597,970,29160.195362,697,1,1,0
782,546,29165.652958,782,2,1,0
838,519,29170.913549,938,4,1,0
239,409,29174.998838,389,4,0,0
652,698,29181.491919,752,3,1,0
139,250,29184.000381,289,4,0,0
727,324,29187.455847,777,2,1,0
590,1008,29196.866832,640,1,1,0
240,344,29200.020383,390,4,0,0
770,356,29203.504487,770,3,1,0
811,403,29207.44833,861,4,1,0
191,433,29211.836535,341,2,0,0
187,387,29215.607682,337,3,0,0
705,683,29221.724128,705,1,1,0
140,443,29226.445528,290,3,0,0
824,587,29231.96448,824,2,1,0
238,494,29236.86808,388,4,0,0
535,1532,29250.746007,585,1,1,0
141,2999,29277.727273,241,1,0,0
869,363,29281.287612,969,3,1,0
120,324,29284.632296,270,3,0,0
852,445,29288.824364,902,4,1,0
182,416,29293.096705,332,4,0,0
783,290,29295.73794,833,1,1,0
86,307,29573.70146,236,3,0,0
291,2999,29600.195865,341,1,0,0
624,838,29607.344652,724,1,1,0
188,2999,29633.275009,238,1,0,0
771,354,29636.473219,821,3,1,0
179,416,29640.763459,329,4,0,0
779,311,29643.544989,779,2,1,0
727,323,29646.544387,777,1,1,0
570,1109,29656.316374,670,2,1,0
850,458,29660.571981,850,2,1,0
178,375,29664.196119,328,3,0,0
866,379,29667.715603,916,4,1,0
642,995,29676.152311,692,1,1,0
712,395,29680.311121,812,4,1,0
801,453,29684.270551,851,2,1,0
291,440,29688.475255,441,3,0,0
140,803,29695.780906,290,3,0,0
188,563,29700.95984,338,4,0,0
803,441,29705.209392,853,2,1,0
753,691,29711.239683,853,2,1,0
776,326,29714.49937,826,3,1,0
619,613,29719.871588,719,2,1,0
661,402,29723.761622,761,1,1,0
814,385,29727.404967,914,3,1,0
124,304,29730.192503,274,4,0,0
237,483,29734.884106,387,3,0,0
759,414,29738.544404,809,1,1,0
678,566,29743.350507,778,1,1,0
174,455,29747.767546,324,3,0,0
851,452,29751.493431,851,1,1,0
619,861,29759.212662,719,2,1,0
168,305,29762.303628,318,4,0,0
205,272,29764.842898,355,4,0,0
783,291,29767.346677,783,1,1,0
723,591,29772.717619,823,2,1,0
236,386,29776.40556,386,4,0,0
89,423,29779.982842,239,1,0,0
650,455,29783.985315,750,2,1,0
87,2160,29802.77498,237,1,0,0
87,374,29806.34692,237,2,0,0
190,424,29810.537865,340,1,0,0
134,535,29815.608309,284,2,0,0
135,346,29818.70233,285,2,0,0
141,223,29821.092,291,4,0,0
31,263,29823.818583,181,4,0,0
97,314,29827.31861,247,4,0,0
185,496,29832.08074,335,2,0,0
110,678,29838.497984,260,1,0,0
82,619,29844.489148,232,1,0,0
822,347,29847.668566,822,1,1,0
662,647,29853.862639,762,1,1,0
232,478,29858.792555,382,3,0,0
217,522,29863.911699,367,3,0,0
187,315,29867.241158,337,3,0,0
166,487,29872.063673,316,3,0,0
80,357,29875.379868,230,2,0,0
121,363,29878.917274,271,2,0,0
359,292,29881.764215,509,4,0,0
125,434,29886.184339,275,1,0,0
181,343,29889.618898,331,2,0,0
751,454,29893.831028,851,3,1,0
178,291,29896.639041,328,3,0,0
90,481,29901.423947,240,3,0,0
135,543,29906.403303,285,2,0,0
141,932,29915.419695,291,2,0,0
182,2799,29940.202987,282,1,1,0
190,796,29948.084629,340,3,0,0
234,732,29954.867964,384,2,0,0
91,1219,29966.184243,241,1,0,0
137,390,29969.995985,287,3,0,0
89,635,29976.026515,239,2,0,0
177,871,29984.241081,327,1,0,0
136,1178,29995.070423,286,1,0,0
84,700,30001.442451,234,1,0,0
135,1123,30012.299678,285,2,0,0
139,459,30017.020116,289,3,0,0
141,1554,30031.21058,291,1,0,0
185,450,30035.486689,335,4,0,0
183,430,30039.834569,333,3,0,0
135,360,30043.526748,285,3,0,0
186,404,30047.559804,336,3,0,0
178,476,30051.982023,328,2,0,0
123,455,30056.713225,273,3,0,0
133,337,30060.18882,283,3,0,0
118,295,30062.97207,268,3,0,0
129,351,30066.474355,279,2,0,0
86,425,30070.299842,236,1,0,0
208,256,30073.001568,358,3,0,0
237,696,30079.45292,387,2,0,0
137,708,30086.143955,287,2,0,0
183,450,30090.905605,333,4,0,0
137,1299,30102.63155,287,1,0,0
173,284,30105.521208,323,4,0,0
720,357,30109.002054,770,2,1,0
88,466,30113.184077,238,1,0,0
765,634,30119.259066,815,1,1,0
823,340,30122.444533,823,1,1,0
291,473,30127.257561,441,4,0,0
137,234,30129.320634,287,2,0,0
239,471,30134.071147,389,3,0,0
823,341,30137.591658,873,4,1,0
89,532,30142.431328,239,1,0,0
90,746,30149.468989,240,2,0,0
830,309,30152.324916,830,1,1,0
140,2544,30175.262477,290,1,0,0
126,151,30176.822932,276,4,0,0
237,390,30180.736089,387,3,0,0
390,404,30184.772772,540,4,0,0
661,650,30191.127587,711,1,1,0
288,410,30195.159699,438,4,0,0
323,356,30198.860492,473,3,0,0
277,311,30201.823622,427,3,0,0
207,264,30204.454658,357,4,0,0
120,1108,30215.150422,270,2,0,0
236,325,30218.20034,386,4,0,0
14,257,30220.95918,164,4,0,0
284,239,30223.441563,434,4,0,0
139,417,30227.539674,289,3,0,0
117,424,30231.992523,267,4,0,0
91,400,30235.780334,241,2,0,0
616,625,30241.56968,716,1,1,0
717,623,30247.384065,767,1,1,0
286,360,30250.588724,436,3,0,0
379,313,30253.923038,529,4,0,0
90,291,30256.773078,240,2,0,0
754,437,30260.904497,754,1,1,0
132,305,30264.258532,282,4,0,0
90,435,30268.286761,240,2,0,0
189,694,30274.954797,339,1,0,0
136,353,30278.166718,286,4,0,0
236,613,30284.207537,386,3,0,0
130,388,30288.00576,280,3,0,0
238,471,30292.801365,388,2,0,0
187,495,30297.636816,337,3,0,0
173,419,30301.596936,323,3,0,0
129,438,30305.64712,279,2,0,0
133,721,30312.650836,283,2,0,0
141,442,30317.034715,291,1,0,0
171,318,30320.038774,321,3,0,0
91,962,30329.300277,241,2,0,0
139,1884,30346.634752,289,2,0,0
536,1028,30356.039282,636,1,1,0
120,503,30360.997025,270,2,0,0
713,394,30364.737226,763,1,1,0
286,485,30369.637966,436,3,0,0
189,624,30375.777211,339,3,0,0
90,793,30383.119788,240,2,0,0
615,881,30390.915499,665,1,1,0
138,667,30397.265162,288,4,0,0
219,264,30400.030928,369,4,0,0
140,558,30405.645111,290,2,0,0
112,273,30408.471479,262,4,0,0
241,678,30414.912173,391,3,0,0
650,708,30421.417449,750,1,1,0
88,792,30429.180525,238,3,0,0
716,376,30432.756909,766,1,1,0
279,280,30435.479028,429,3,0,0
188,368,30438.96272,338,3,0,0
282,343,30442.488297,432,3,0,0
189,447,30446.767323,339,3,0,0
89,662,30452.84444,239,1,0,0
739,511,30457.804896,789,1,1,0
748,465,30462.452169,798,3,1,0
748,466,30466.522769,848,2,1,0
857,424,30470.914492,857,2,1,0
823,340,30473.927637,823,1,1,0
141,468,30478.63875,291,2,0,0
215,339,30482.157169,365,4,0,0
730,557,30487.218831,780,1,1,0
139,402,30491.068857,289,3,0,0
115,290,30493.827569,265,3,0,0
191,440,30498.345766,341,3,0,0
884,286,30501.063157,884,3,1,0
819,362,30504.649405,819,1,1,0
135,339,30508.071871,285,3,0,0
700,455,30512.230615,750,2,1,0
39,197,30514.405659,189,4,0,0
136,305,30517.284812,286,2,0,0
300,2456,30539.544558,400,1,1,0
221,321,30542.964123,371,4,0,0
178,342,30546.011347,328,3,0,0
721,352,30549.6043,821,3,1,0
65,254,30552.220742,215,4,0,0
263,285,30554.984848,413,4,0,0
241,841,30563.219107,391,4,0,0
783,544,30568.221293,833,2,1,0
88,224,30570.480294,238,4,0,0
237,514,30575.544274,387,3,0,0
816,378,30579.284743,816,1,1,0
821,354,30582.804905,871,2,1,0
919,360,30586.414768,969,4,1,0
187,782,30594.103495,337,4,0,0
91,1436,30607.321807,241,1,0,0
241,1210,30618.690654,391,2,0,0
739,512,30623.408834,789,1,1,0
132,438,30627.931537,282,3,0,0
241,431,30632.11264,391,4,0,0
184,360,30635.769033,334,4,0,0
816,379,30639.261261,816,1,1,0
756,426,30643.227773,856,2,1,0
116,159,30644.883216,266,4,0,0
234,438,30649.664975,384,4,0,0
141,570,30655.132723,291,3,0,0
729,313,30658.441862,779,2,1,0
230,273,30661.210981,380,4,0,0
141,657,30667.437226,291,2,0,0
182,269,30670.160923,332,3,0,0
761,402,30673.999206,811,1,1,0
701,702,30680.818167,801,2,1,0
235,396,30684.739094,385,4,0,0
240,799,30692.409242,390,2,0,0
776,577,30697.878162,776,1,1,0
264,2387,30719.397977,364,1,1,0
756,427,30723.820368,806,4,1,0
695,482,30728.134436,745,2,1,0
141,535,30733.840514,291,4,0,0
599,963,30742.65705,649,1,1,0
134,634,30748.797421,284,2,0,0
772,349,30752.226255,822,2,1,0
191,884,30760.933118,341,4,0,0
188,362,30764.573804,338,4,0,0
241,500,30769.134772,391,4,0,0
137,538,30774.616067,287,2,0,0
141,751,30781.3729,291,3,0,0
286,359,30785.054028,436,4,0,0
241,646,30791.176777,391,2,0,0
224,295,30794.414712,374,4,0,0
141,2637,30818.689901,291,1,0,0
191,392,30822.667201,341,4,0,0
781,304,30825.876052,831,2,1,0
237,372,30829.677619,387,3,0,0
184,540,30835.133702,334,4,0,0
889,264,30837.846263,889,3,1,0
86,428,30842.143789,236,4,0,0
774,338,30845.481622,774,1,1,0
758,415,30849.484584,808,2,1,0
238,467,30854.243508,388,4,0,0
736,529,30859.241941,786,2,1,0
877,322,30862.194893,877,2,1,0
191,405,30866.581942,341,4,0,0
655,932,30875.275681,755,3,1,0
291,576,30880.805702,441,4,0,0
622,1096,30890.902385,672,1,1,0
184,391,30894.737598,334,3,0,0
764,388,30898.275822,764,1,1,0
140,244,30900.817295,290,4,0,0
236,188,30902.430722,386,4,0,0
579,1063,30912.431141,629,1,1,0
217,349,30915.651026,367,4,0,0
119,324,30919.146858,269,4,0,0
191,578,30924.433454,341,2,0,0
90,905,30933.499556,240,2,0,0
864,385,30937.247588,914,3,1,0
766,379,30940.425542,766,1,1,0
114,283,30943.524172,264,4,0,0
210,292,30946.312788,360,2,0,0
79,356,30949.943992,229,3,0,0
330,308,30952.832612,480,3,0,0
184,295,30955.669847,334,4,0,0
132,362,30959.377185,282,4,0,0
696,476,30964.044189,796,2,1,0
124,258,30966.586866,274,4,0,0
182,354,30970.273805,332,3,0,0
774,335,30973.330897,774,1,1,0
779,312,30976.701593,829,3,1,0
705,680,30982.959277,705,1,1,0
781,301,30986.016724,781,1,1,0
241,246,30988.150842,391,3,0,0
762,398,30992.314339,862,1,1,0
741,500,30996.878406,841,3,1,0
227,452,31001.616495,377,4,0,0
141,549,31007.106755,291,4,0,0
183,252,31009.779448,333,4,0,0
682,548,31015.081902,782,2,1,0
832,298,31017.866611,832,4,1,0
90,340,31020.852523,240,1,0,0
44,231,31023.328697,194,4,0,0
190,531,31028.458757,340,3,0,0
43,202,31030.804862,193,4,0,0
152,245,31033.333208,302,4,0,0
190,410,31037.185023,340,2,0,0
606,1176,31048.221518,656,1,1,0
816,379,31052.081992,916,4,1,0
90,279,31054.596633,240,3,0,0
191,630,31060.537588,341,3,0,0
447,1723,31076.697303,547,1,1,0
726,327,31079.612673,826,1,1,0
239,445,31084.339847,389,4,0,0
141,303,31087.341222,291,4,0,0
191,1060,31097.554686,341,2,0,0
141,514,31102.774307,291,4,0,0
138,371,31106.214481,288,4,0,0
188,450,31110.888542,338,2,0,0
405,1684,31126.543496,505,2,1,0
140,413,31130.445832,290,2,0,0
165,320,31133.849796,315,3,0,0
129,467,31138.196798,279,3,0,0
127,447,31142.802572,277,4,0,0
743,491,31147.606099,843,2,1,0
181,199,31149.478868,331,4,0,0
189,567,31154.840218,339,1,0,0
81,234,31157.307817,231,4,0,0
793,493,31161.85481,843,2,1,0
135,389,31166.14322,285,4,0,0
679,561,31171.192338,729,1,1,0
769,361,31174.751671,819,1,1,0
186,347,31177.891732,336,4,0,0
141,689,31184.822623,291,2,0,0
837,272,31187.436606,837,1,1,0
238,513,31192.499056,388,4,0,0
119,256,31195.064662,269,3,0,0
191,892,31203.410718,341,2,0,0
793,491,31207.98576,843,2,1,0
135,474,31212.428464,285,4,0,0
129,281,31215.440522,279,2,0,0
112,448,31219.741089,262,3,0,0
-50,109,31220.88358,100,4,0,0
802,446,31224.917414,802,1,1,0
762,646,31231.525925,812,3,1,0
809,412,31235.511772,859,2,1,0
220,402,31239.432529,370,4,0,0
291,2041,31258.552763,441,2,0,0
233,431,31262.722419,383,3,0,0
728,819,31270.938655,778,2,1,0
782,549,31276.055216,782,3,1,0
707,423,31280.188418,757,1,1,0
584,788,31287.599339,684,1,1,0
319,265,31290.188718,469,4,0,0
820,605,31296.060773,870,3,1,0
776,575,31301.590746,826,2,1,0
145,257,31304.19284,295,3,0,0
237,228,31306.343533,387,4,0,0
675,834,31314.370404,675,1,1,0
818,367,31317.922231,818,1,1,0
341,407,31321.873525,491,4,0,0
234,344,31325.386435,384,3,0,0
638,765,31332.754536,688,2,1,0
858,418,31336.582807,908,1,1,0
138,345,31340.071568,288,4,0,0
282,327,31343.115451,432,4,0,0
240,319,31346.541002,390,4,0,0
692,499,31351.552155,792,4,1,0
320,289,31354.313056,470,4,0,0
206,230,31356.648942,356,4,0,0
106,200,31358.482453,256,4,0,0
853,440,31363.062984,853,2,1,0
241,2616,31386.645397,391,1,0,0
76,323,31389.946393,226,2,0,0
290,331,31393.075771,440,4,0,0
174,753,31400.438998,324,4,0,0
819,610,31406.200246,819,2,1,0
191,423,31410.151321,341,2,0,0
744,735,31417.332027,744,3,1,0
190,2121,31436.785654,340,2,0,0
338,2518,31460.320426,438,2,1,0
241,716,31467.348891,391,3,0,0
570,1359,31479.863473,670,1,1,0
161,352,31483.455928,311,4,0,0
616,876,31491.580127,716,2,1,0
942,495,31496.692862,942,4,1,0
119,251,31499.160866,269,3,0,0
291,489,31503.926436,441,3,0,0
609,913,31512.457293,709,2,1,0
584,1287,31524.376506,634,1,1,0
141,590,31529.696691,291,3,0,0
770,606,31535.493758,820,2,1,0
137,462,31540.251779,287,4,0,0
137,311,31543.274334,287,4,0,0
