#{"t_start": 1595257146.9117842, "env_id": null}
r,l,t,score,ghosts,level,win,d,map
236.5,406,36508.978596,387,2,2,0,0,data/map1.bmp
137.0,260,36511.589651,291,4,2,0,0,data/map2.bmp
854.5,505,36516.223761,858,2,1,1,0,data/map2.bmp
184.0,380,36519.873511,337,2,2,0,0,data/map1.bmp
824.5,331,36523.141004,825,1,1,1,0,data/map1.bmp
747.0,307,36525.752784,798,2,1,1,0,data/map2.bmp
327.0,393,36529.736512,483,4,1,0,0,data/map1.bmp
702.5,527,36534.742203,704,4,0,1,0,data/map2.bmp
816.0,433,36539.073119,923,4,1,1,0,data/map2.bmp
791.0,324,36541.984392,795,2,1,1,0,data/map2.bmp
918.0,363,36545.670692,919,4,0,1,0,data/map1.bmp
405.0,368,36549.418518,559,4,2,0,0,data/map2.bmp
804.5,432,36553.233762,805,1,1,1,0,data/map1.bmp
755.0,268,36555.829685,756,4,0,1,0,data/map2.bmp
776.0,550,36561.475765,881,2,2,1,0,data/map1.bmp
857.5,340,36564.701754,923,4,0,1,0,data/map1.bmp
752.0,407,36568.472098,878,2,1,1,0,data/map2.bmp
237.5,572,36574.323577,390,4,0,0,0,data/map1.bmp
732.5,351,36577.873778,789,4,1,1,0,data/map2.bmp
396.0,194,36579.849326,548,4,2,0,0,data/map1.bmp
781.5,299,36582.625748,782,1,1,1,0,data/map1.bmp
46.0,269,36585.718823,199,4,0,0,0,data/map2.bmp
11.0,355,36589.042364,190,4,1,0,0,data/map2.bmp
637.0,512,36594.025963,739,1,1,1,0,data/map1.bmp
124.5,649,36600.501375,276,4,0,0,0,data/map1.bmp
387.0,433,36604.957324,538,4,2,0,0,data/map1.bmp
729.5,347,36608.357673,740,2,1,1,0,data/map2.bmp
31.5,442,36612.61345,202,4,0,0,0,data/map2.bmp
113.0,445,36616.997973,280,4,0,0,0,data/map1.bmp
766.0,328,36620.569609,876,4,1,1,0,data/map1.bmp
814.0,410,36624.522132,877,4,1,1,0,data/map2.bmp
181.5,236,36627.01755,338,4,2,0,0,data/map2.bmp
84.5,282,36629.800108,243,4,1,0,0,data/map2.bmp
681.0,367,36633.368549,786,4,1,1,0,data/map2.bmp
748.5,296,36636.298183,750,4,0,1,0,data/map2.bmp
717.0,383,36639.703125,733,1,1,1,0,data/map2.bmp
139.0,281,36642.754774,294,4,1,0,0,data/map1.bmp
188.0,585,36648.375361,340,4,0,0,0,data/map1.bmp
211.0,306,36651.858444,365,4,1,0,0,data/map1.bmp
164.5,273,36654.571441,316,2,2,0,0,data/map1.bmp
692.5,308,36657.367211,748,2,1,1,0,data/map2.bmp
729.0,395,36660.897451,730,1,1,1,0,data/map2.bmp
823.0,521,36666.005902,887,2,2,1,0,data/map1.bmp
23.0,181,36667.973038,175,4,2,0,0,data/map2.bmp
699.5,297,36670.662286,750,4,1,1,0,data/map2.bmp
676.0,366,36674.098497,736,4,2,1,0,data/map2.bmp
637.5,593,36679.4191,691,4,0,1,0,data/map2.bmp
157.5,293,36682.237768,308,4,2,0,0,data/map2.bmp
678.5,391,36685.837135,731,1,1,1,0,data/map2.bmp
262.0,427,36690.104559,431,4,1,0,0,data/map1.bmp
641.5,478,36694.996573,746,4,0,1,0,data/map1.bmp
902.5,281,36697.630522,953,4,1,1,0,data/map2.bmp
43.5,321,36700.941978,194,4,2,0,0,data/map2.bmp
741.0,339,36703.977197,742,4,0,1,0,data/map2.bmp
146.5,275,36706.665732,297,4,2,0,0,data/map2.bmp
98.5,305,36709.923723,250,4,2,0,0,data/map2.bmp
85.5,484,36714.944868,239,4,0,0,0,data/map1.bmp
599.5,1268,36726.825638,738,4,0,1,0,data/map1.bmp
176.5,961,36736.427657,341,4,0,0,0,data/map1.bmp
824.5,325,36739.94389,876,2,2,1,0,data/map1.bmp
768.5,441,36744.115454,771,1,1,1,0,data/map2.bmp
429.0,307,36747.157783,582,4,2,0,0,data/map1.bmp
828.5,314,36750.410496,929,2,2,1,0,data/map1.bmp
881.0,284,36753.302737,885,4,1,1,0,data/map1.bmp
791,341,36756.765494,891,4,1,1,0,data/map2.bmp
652.0,539,36761.915692,734,1,1,1,0,data/map1.bmp
705.5,267,36764.399257,756,1,1,1,0,data/map2.bmp
72.0,262,36767.09929,223,4,1,0,0,data/map1.bmp
742.5,444,36771.559188,853,2,2,1,0,data/map1.bmp
809,251,36773.691545,809,2,1,1,0,data/map2.bmp
49.0,365,36777.279023,201,4,0,0,0,data/map2.bmp
734.0,316,36780.47339,746,1,1,1,0,data/map2.bmp
749.5,432,36784.402786,755,1,1,1,0,data/map1.bmp
239.5,830,36792.632151,390,2,2,0,0,data/map1.bmp
790,259,36795.074554,790,1,1,1,0,data/map1.bmp
696.5,314,36798.049921,747,2,1,1,0,data/map2.bmp
648.5,303,36801.188149,749,4,1,1,0,data/map2.bmp
55.5,584,36806.679829,208,4,0,0,0,data/map2.bmp
157.0,395,36810.531574,308,4,2,0,0,data/map2.bmp
178,287,36813.358739,328,2,2,0,0,data/map1.bmp
707,262,36815.711538,757,1,1,1,0,data/map2.bmp
839.0,505,36820.972596,890,4,0,1,0,data/map1.bmp
139.5,219,36823.305288,291,4,1,0,0,data/map2.bmp
100.0,274,36825.987171,255,4,2,0,0,data/map2.bmp
253.5,543,36831.308667,409,4,2,0,0,data/map2.bmp
747,313,36834.604267,747,1,1,1,0,data/map2.bmp
205.5,322,36837.577001,359,4,2,0,0,data/map2.bmp
891.5,441,36842.286504,1003,4,2,1,0,data/map1.bmp
247.5,310,36845.075622,404,4,2,0,0,data/map2.bmp
744.5,310,36848.206432,847,4,2,1,0,data/map2.bmp
863.5,385,36851.961379,964,2,2,1,0,data/map1.bmp
734.5,368,36855.567793,736,2,1,1,0,data/map2.bmp
81.0,312,36858.690098,233,4,0,0,0,data/map1.bmp
745,324,36861.9155,745,1,1,1,0,data/map2.bmp
368.5,296,36864.901504,519,4,2,0,0,data/map1.bmp
91.5,276,36867.307603,244,4,2,0,0,data/map2.bmp
694.0,543,36872.459455,701,1,1,1,0,data/map2.bmp
741,342,36875.767696,791,4,2,1,0,data/map2.bmp
201.5,278,36878.4224,352,4,1,0,0,data/map2.bmp
735,370,36881.835655,785,1,1,1,0,data/map2.bmp
644.0,324,36885.112114,745,2,1,1,0,data/map2.bmp
699.5,292,36887.835425,751,2,1,1,0,data/map2.bmp
128.5,311,36890.80196,281,4,1,0,0,data/map1.bmp
700.0,281,36893.597335,753,4,2,1,0,data/map2.bmp
328.5,326,36896.938802,487,4,2,0,0,data/map1.bmp
696,319,36899.880442,746,2,1,1,0,data/map2.bmp
262.5,269,36902.722859,413,4,2,0,0,data/map1.bmp
864.0,382,36906.347051,965,4,2,1,0,data/map1.bmp
138.0,761,36914.003187,291,4,0,0,0,data/map1.bmp
760,247,36916.058436,760,1,1,1,0,data/map2.bmp
773.5,417,36920.399882,826,4,1,1,0,data/map2.bmp
549.5,1040,36929.594867,651,1,1,1,0,data/map2.bmp
744.5,306,36932.4335,748,4,0,1,0,data/map2.bmp
748.5,303,36935.530134,799,2,1,1,0,data/map2.bmp
834.5,284,36938.312198,835,4,0,1,0,data/map1.bmp
94.0,245,36940.646729,246,4,2,0,0,data/map2.bmp
852.5,418,36944.667505,908,2,2,1,0,data/map1.bmp
800.5,451,36949.346932,851,2,2,1,0,data/map1.bmp
56.0,190,36951.177222,209,4,2,0,0,data/map2.bmp
629.5,385,36954.876207,732,4,0,1,0,data/map2.bmp
266.0,273,36957.762326,421,4,2,0,0,data/map1.bmp
755.5,265,36960.176504,756,1,1,1,0,data/map2.bmp
728,317,36963.512366,778,4,0,1,0,data/map1.bmp
755,272,36966.153469,755,4,0,1,0,data/map2.bmp
106.5,372,36969.496688,258,2,1,0,0,data/map2.bmp
978.0,312,36972.497923,979,2,2,1,0,data/map1.bmp
52.5,286,36975.285036,203,4,0,0,0,data/map2.bmp
915.5,374,36978.985644,917,2,2,1,0,data/map1.bmp
57.5,441,36983.452427,208,4,0,0,0,data/map2.bmp
100.5,832,36990.792459,254,2,1,0,0,data/map2.bmp
738.0,510,36995.956532,789,4,0,1,0,data/map1.bmp
112.0,223,36998.364343,270,4,2,0,0,data/map2.bmp
800.0,282,37001.000376,803,1,1,1,0,data/map2.bmp
778.5,388,37005.063311,882,4,2,1,0,data/map2.bmp
182.0,2020,37024.571661,341,4,0,0,0,data/map1.bmp
131.0,855,37032.669348,309,2,1,0,0,data/map2.bmp
84.0,806,37040.324938,258,4,0,0,0,data/map2.bmp
254.5,512,37045.549584,464,4,1,0,0,data/map1.bmp
-0.5,262,37048.175627,169,4,2,0,0,data/map2.bmp
641.0,485,37052.980676,744,4,0,1,0,data/map1.bmp
758.5,392,37056.960247,863,4,1,1,0,data/map1.bmp
98.0,494,37061.941514,304,4,0,0,0,data/map2.bmp
135.0,297,37064.97687,292,4,1,0,0,data/map2.bmp
848.0,278,37067.506543,854,2,1,1,0,data/map2.bmp
568.5,841,37075.626253,673,1,1,1,0,data/map1.bmp
866.5,368,37079.33949,968,2,2,1,0,data/map1.bmp
732.0,370,37082.748219,785,1,1,1,0,data/map2.bmp
56.0,550,37088.067495,209,4,0,0,0,data/map2.bmp
90.0,319,37090.973747,251,4,1,0,0,data/map2.bmp
757,262,37093.47392,757,1,1,1,0,data/map2.bmp
35.0,316,37096.668332,193,2,1,0,0,data/map2.bmp
51.5,460,37101.0711,209,4,1,0,0,data/map2.bmp
698.0,303,37104.28483,749,4,0,1,0,data/map2.bmp
595.5,543,37109.330212,701,2,1,1,0,data/map2.bmp
707.5,392,37113.199714,813,2,2,1,0,data/map1.bmp
117.0,320,37116.620963,269,4,0,0,0,data/map1.bmp
49.5,180,37118.45032,202,4,1,0,0,data/map1.bmp
714.0,374,37122.095368,767,1,1,1,0,data/map1.bmp
594.0,793,37129.195709,651,2,1,1,0,data/map2.bmp
155.5,465,37133.650709,309,4,1,0,0,data/map2.bmp
101.0,282,37136.251686,255,4,1,0,0,data/map2.bmp
597.5,513,37140.887795,707,2,1,1,0,data/map2.bmp
52.0,425,37145.050281,209,4,0,0,0,data/map2.bmp
138.0,237,37147.50622,291,2,2,0,0,data/map1.bmp
707.0,465,37152.020858,766,1,1,1,0,data/map2.bmp
99.0,278,37154.57945,252,2,1,0,0,data/map2.bmp
710.0,458,37158.825483,718,1,1,1,0,data/map2.bmp
521.5,880,37167.126372,633,4,0,1,0,data/map2.bmp
230.5,358,37170.883688,383,2,2,0,0,data/map1.bmp
180.0,518,37176.201091,356,4,0,0,0,data/map2.bmp
226.5,729,37183.452391,390,4,1,0,0,data/map1.bmp
371.5,307,37186.320283,526,4,2,0,0,data/map1.bmp
285.0,317,37189.722703,442,4,1,0,0,data/map2.bmp
95.0,309,37192.723193,255,4,1,0,0,data/map2.bmp
556.5,874,37200.341937,667,1,1,1,0,data/map1.bmp
527.0,1252,37212.511265,641,4,0,1,0,data/map1.bmp
776.0,399,37216.010997,780,1,1,1,0,data/map2.bmp
368.5,282,37218.779861,523,4,2,0,0,data/map1.bmp
805.0,267,37221.318147,856,2,1,1,0,data/map2.bmp
57.0,820,37229.336187,209,4,0,0,0,data/map2.bmp
898.5,446,37233.474701,902,2,2,1,0,data/map1.bmp
302.0,418,37237.435144,458,4,1,0,0,data/map2.bmp
89.0,271,37240.349277,245,4,2,0,0,data/map2.bmp
167.5,831,37247.828089,338,2,2,0,0,data/map1.bmp
326.5,341,37251.518418,479,4,2,0,0,data/map1.bmp
100.0,407,37255.301059,256,4,1,0,0,data/map2.bmp
708.5,621,37261.450854,817,4,0,1,0,data/map1.bmp
828.5,553,37266.834114,831,2,2,1,0,data/map1.bmp
131.0,317,37270.06935,284,4,1,0,0,data/map1.bmp
664.5,590,37275.559964,723,1,1,1,0,data/map1.bmp
129.0,301,37278.66905,283,2,2,0,0,data/map1.bmp
712.5,600,37284.44833,771,4,0,1,0,data/map1.bmp
755.5,260,37286.950292,757,1,1,1,0,data/map2.bmp
646.5,533,37292.015447,753,4,0,1,0,data/map2.bmp
628.0,340,37295.305344,741,1,1,1,0,data/map2.bmp
667.0,422,37299.1694,725,1,1,1,0,data/map2.bmp
805.0,415,37303.673999,908,4,1,1,0,data/map1.bmp
711.0,477,37308.046726,764,4,1,1,0,data/map2.bmp
901.5,407,37311.968233,910,2,2,1,0,data/map1.bmp
57.0,636,37318.259706,209,4,0,0,0,data/map2.bmp
56.5,580,37323.936667,209,4,1,0,0,data/map2.bmp
40.5,839,37332.335627,201,4,0,0,0,data/map2.bmp
707.5,413,37336.303494,809,1,1,1,0,data/map1.bmp
258.0,277,37339.02688,410,4,1,0,0,data/map1.bmp
49.5,948,37347.714612,209,2,1,0,0,data/map2.bmp
211.5,281,37350.664022,363,2,2,0,0,data/map1.bmp
129.0,481,37355.158114,282,4,1,0,0,data/map1.bmp
138.0,520,37360.308245,295,4,1,0,0,data/map2.bmp
82.0,1192,37371.706254,241,1,1,0,0,data/map1.bmp
759.0,449,37375.730733,820,2,1,1,0,data/map2.bmp
448.5,1424,37388.730171,557,1,1,1,0,data/map1.bmp
154.0,326,37392.083787,306,4,2,0,0,data/map2.bmp
866.0,352,37395.743958,921,4,0,1,0,data/map1.bmp
96.0,256,37398.382398,250,4,2,0,0,data/map2.bmp
103.0,349,37401.523933,255,4,1,0,0,data/map2.bmp
192.5,364,37405.213026,351,4,2,0,0,data/map2.bmp
149.0,318,37408.712642,303,4,2,0,0,data/map2.bmp
272.5,325,37411.706549,425,2,2,0,0,data/map1.bmp
214.0,284,37414.577051,365,4,1,0,0,data/map1.bmp
96.0,280,37417.50396,247,2,1,0,0,data/map2.bmp
737.0,354,37420.583782,789,1,1,1,0,data/map2.bmp
227.0,354,37424.149458,379,2,2,0,0,data/map1.bmp
826.5,315,37427.34479,878,1,1,1,0,data/map1.bmp
52.5,455,37431.518364,209,2,1,0,0,data/map2.bmp
231.5,360,37435.035573,384,4,1,0,0,data/map1.bmp
128.5,204,37437.177835,280,4,2,0,0,data/map2.bmp
58.0,224,37439.204959,219,4,2,0,0,data/map2.bmp
182.0,361,37442.995272,340,4,2,0,0,data/map2.bmp
284.0,279,37445.739771,439,4,2,0,0,data/map2.bmp
288.5,267,37448.561713,448,4,2,0,0,data/map1.bmp
499.0,1125,37459.418473,584,1,1,1,0,data/map2.bmp
535.0,1099,37470.095223,590,4,0,1,0,data/map2.bmp
763.5,439,37474.000753,822,1,1,1,0,data/map2.bmp
673.5,390,37477.484241,781,2,1,1,0,data/map2.bmp
203.5,233,37479.898112,355,4,2,0,0,data/map1.bmp
617.5,425,37484.003487,724,4,0,1,0,data/map2.bmp
643.0,488,37488.263697,712,1,1,1,0,data/map2.bmp
-74.5,117,37489.634708,79,4,1,0,0,data/map2.bmp
754.5,500,37494.316533,759,1,1,1,0,data/map2.bmp
239.0,401,37498.048204,391,2,2,0,0,data/map1.bmp
729.5,349,37501.421087,790,1,1,1,0,data/map2.bmp
167.5,369,37505.229432,324,4,1,0,0,data/map1.bmp
166.0,371,37509.024935,323,4,0,0,0,data/map1.bmp
99.5,391,37512.653363,257,4,1,0,0,data/map2.bmp
677.5,519,37518.111189,788,4,0,1,0,data/map1.bmp
90.0,238,37520.514222,244,4,2,0,0,data/map2.bmp
126.0,793,37528.014265,305,4,0,0,0,data/map2.bmp
639.5,532,37532.921302,703,2,1,1,0,data/map2.bmp
-10.5,2539,37555.625921,206,1,1,0,0,data/map2.bmp
189.0,323,37558.744662,344,4,2,0,0,data/map2.bmp
272.5,456,37563.633239,434,4,1,0,0,data/map1.bmp
143.0,325,37566.699232,300,4,2,0,0,data/map2.bmp
265.5,300,37569.972763,417,4,1,0,0,data/map1.bmp
107.5,318,37573.042651,281,2,2,0,0,data/map1.bmp
88.5,810,37581.123386,258,4,0,0,0,data/map2.bmp
667.0,446,37585.096527,720,1,1,1,0,data/map2.bmp
729.0,447,37589.806212,852,2,2,1,0,data/map1.bmp
720.5,435,37593.781926,772,2,1,1,0,data/map2.bmp
299.0,307,37596.756103,455,4,2,0,0,data/map2.bmp
190.5,404,37600.997306,354,4,1,0,0,data/map2.bmp
586.5,791,37608.079953,651,4,0,1,0,data/map2.bmp
707.0,253,37610.619286,809,4,2,1,0,data/map2.bmp
180.5,363,37614.249989,337,2,2,0,0,data/map1.bmp
749.0,287,37616.91259,802,2,1,1,0,data/map2.bmp
852.0,439,37620.979937,954,4,1,1,0,data/map1.bmp
92.0,250,37623.461172,244,4,2,0,0,data/map2.bmp
729.0,390,37627.385428,781,4,1,1,0,data/map2.bmp
148.0,416,37631.390961,306,4,2,0,0,data/map2.bmp
619.0,382,37635.187846,733,4,0,1,0,data/map2.bmp
138.5,540,37640.942195,291,4,1,0,0,data/map1.bmp
586.5,1076,37650.163567,644,1,1,1,0,data/map2.bmp
666.5,417,37654.204862,726,4,0,1,0,data/map2.bmp
653.0,502,37658.937202,759,2,1,1,0,data/map2.bmp
630.0,391,37662.744656,731,2,1,1,0,data/map2.bmp
759.5,247,37665.203987,760,1,1,1,0,data/map2.bmp
49.0,429,37669.743468,200,4,0,0,0,data/map2.bmp
237.0,234,37671.849365,388,4,2,0,0,data/map2.bmp
203.0,593,37677.992503,359,4,0,0,0,data/map2.bmp
88.5,257,37680.606337,241,4,2,0,0,data/map2.bmp
89.0,684,37687.123548,241,1,1,0,0,data/map1.bmp
171.0,347,37690.824779,324,4,1,0,0,data/map1.bmp
65.0,237,37693.33187,218,4,2,0,0,data/map2.bmp
776.0,388,37696.925901,782,2,1,1,0,data/map2.bmp
166.5,270,37699.492552,318,2,2,0,0,data/map1.bmp
253.5,379,37703.184657,408,4,1,0,0,data/map2.bmp
656.0,412,37706.86058,777,4,1,1,0,data/map2.bmp
679.5,579,37712.438235,794,4,0,1,0,data/map2.bmp
150.0,2999,37739.451988,209,1,1,0,0,data/map2.bmp
552.5,1168,37750.006066,658,1,1,1,0,data/map1.bmp
687.5,436,37754.339667,754,1,1,1,0,data/map1.bmp
142.0,324,37757.136378,302,4,0,0,0,data/map2.bmp
764.5,467,37761.665888,766,2,1,1,0,data/map2.bmp
726.0,405,37765.62977,778,4,0,1,0,data/map2.bmp
797.5,431,37769.783755,855,4,1,1,0,data/map1.bmp
232.0,430,37774.372701,386,4,0,0,0,data/map1.bmp
90.0,230,37776.685205,244,4,2,0,0,data/map2.bmp
224.0,411,37780.728506,383,2,2,0,0,data/map1.bmp
828.5,546,37786.126204,882,4,0,1,0,data/map1.bmp
665.0,600,37791.569232,721,1,1,1,0,data/map1.bmp
627.0,1017,37801.715779,738,4,0,1,0,data/map1.bmp
695.0,314,37804.466208,797,4,0,1,0,data/map2.bmp
152.5,760,37811.614279,308,2,1,0,0,data/map2.bmp
125,213,37813.874656,275,4,2,0,0,data/map2.bmp
141.5,268,37816.555818,298,4,1,0,0,data/map2.bmp
792.0,450,37820.767118,851,1,1,1,0,data/map1.bmp
45.0,463,37825.419033,208,4,0,0,0,data/map2.bmp
754.5,495,37830.037071,810,2,1,1,0,data/map2.bmp
56.0,550,37835.512614,215,4,1,0,0,data/map1.bmp
797.0,309,37838.609611,798,1,1,1,0,data/map2.bmp
125.5,463,37842.948092,284,4,0,0,0,data/map1.bmp
186.0,381,37846.702579,338,2,2,0,0,data/map1.bmp
92.0,421,37850.701982,253,4,1,0,0,data/map2.bmp
234.5,442,37855.363059,388,4,2,0,0,data/map1.bmp
723.5,621,37860.985918,735,1,1,1,0,data/map2.bmp
785.5,343,37864.119062,891,4,1,1,0,data/map2.bmp
140.5,229,37866.521374,294,4,2,0,0,data/map2.bmp
185.5,342,37870.013908,346,4,0,0,0,data/map2.bmp
188.0,489,37874.76177,341,2,2,0,0,data/map1.bmp
710,496,37879.659368,710,1,1,1,0,data/map2.bmp
107.5,321,37882.738778,259,4,2,0,0,data/map2.bmp
103.0,1309,37894.938381,259,2,1,0,0,data/map2.bmp
758.0,253,37897.468209,759,1,1,1,0,data/map2.bmp
758,256,37900.027588,758,1,1,1,0,data/map2.bmp
284.5,346,37903.736788,436,4,1,0,0,data/map1.bmp
700.5,269,37906.270162,756,1,1,1,0,data/map2.bmp
41.5,229,37908.636302,196,4,2,0,0,data/map2.bmp
203.5,251,37911.277042,358,2,2,0,0,data/map1.bmp
85.5,535,37916.349952,301,2,1,0,0,data/map2.bmp
853.5,494,37921.13655,861,4,1,1,0,data/map2.bmp
140.5,286,37923.978721,301,4,1,0,0,data/map1.bmp
120.5,487,37929.088447,273,4,0,0,0,data/map1.bmp
922.0,317,37932.196862,928,4,1,1,0,data/map1.bmp
646.5,560,37937.671605,747,2,1,1,0,data/map2.bmp
183.5,282,37940.491739,338,4,2,0,0,data/map2.bmp
232.0,331,37943.977706,387,2,2,0,0,data/map1.bmp
713.5,714,37950.024647,717,1,1,1,0,data/map2.bmp
739.5,315,37953.140399,746,4,0,1,0,data/map2.bmp
135.0,1564,37968.072749,291,4,0,0,0,data/map1.bmp
168.0,354,37971.71121,327,4,1,0,0,data/map1.bmp
739.5,480,37976.128234,745,1,1,1,0,data/map1.bmp
526.5,1809,37992.8706,530,1,1,1,0,data/map1.bmp
864.0,471,37997.503999,865,2,1,1,0,data/map2.bmp
718.0,452,38001.98893,719,1,1,1,0,data/map2.bmp
771.0,435,38005.85496,772,1,1,1,0,data/map2.bmp
712.0,632,38012.232972,765,4,0,1,0,data/map1.bmp
735.5,356,38015.615092,738,4,0,1,0,data/map2.bmp
758,257,38018.036741,758,1,1,1,0,data/map2.bmp
103.5,350,38021.443812,259,4,2,0,0,data/map2.bmp
751.0,283,38024.010244,803,2,1,1,0,data/map2.bmp
749.0,459,38028.399871,800,1,1,1,0,data/map1.bmp
836.5,355,38031.903683,888,4,2,1,0,data/map2.bmp
83.5,188,38034.036312,234,4,1,0,0,data/map1.bmp
133.5,683,38040.814252,290,4,0,0,0,data/map1.bmp
786.5,353,38044.248152,889,4,1,1,0,data/map2.bmp
135.0,319,38047.153959,288,2,2,0,0,data/map1.bmp
644,329,38050.62953,744,4,0,1,0,data/map2.bmp
193.5,384,38054.548593,371,2,2,0,0,data/map1.bmp
731.5,512,38059.627791,789,4,0,1,0,data/map1.bmp
763.0,389,38063.596942,814,4,0,1,0,data/map1.bmp
351.0,230,38066.087438,503,4,2,0,0,data/map1.bmp
207.5,343,38069.123671,358,4,2,0,0,data/map2.bmp
749.5,547,38074.262162,750,2,1,1,0,data/map2.bmp
146,248,38076.383067,296,4,2,0,0,data/map2.bmp
785,531,38081.632085,785,1,1,1,0,data/map1.bmp
973.5,337,38084.866869,974,4,2,1,0,data/map1.bmp
157.0,359,38088.546934,309,4,1,0,0,data/map2.bmp
136.5,478,38093.06977,291,1,1,0,0,data/map1.bmp
702.0,767,38100.548937,756,4,0,1,0,data/map2.bmp
189.0,466,38104.962549,341,2,2,0,0,data/map1.bmp
798.5,431,38109.549157,855,4,0,1,0,data/map1.bmp
294.0,335,38112.816756,456,4,2,0,0,data/map1.bmp
81.0,349,38116.56939,234,4,0,0,0,data/map1.bmp
754,278,38119.168301,754,1,1,1,0,data/map2.bmp
208,175,38121.206883,358,4,2,0,0,data/map1.bmp
787.5,331,38124.308709,793,4,1,1,0,data/map2.bmp
38.5,251,38126.797282,190,4,2,0,0,data/map2.bmp
321.0,323,38130.274764,477,4,2,0,0,data/map1.bmp
231.5,464,38134.932252,386,4,0,0,0,data/map1.bmp
25.0,377,38138.657236,180,4,0,0,0,data/map2.bmp
157.0,278,38141.297107,310,2,2,0,0,data/map1.bmp
757.5,255,38143.852133,758,4,0,1,0,data/map2.bmp
54.0,2642,38167.620429,209,1,1,0,0,data/map2.bmp
578.0,865,38175.563032,636,1,1,1,0,data/map2.bmp
735.5,362,38178.95903,787,4,0,1,0,data/map2.bmp
753,281,38181.675688,803,4,0,1,0,data/map2.bmp
621.5,644,38187.74022,681,4,0,1,0,data/map2.bmp
716.5,456,38192.182813,768,2,1,1,0,data/map2.bmp
150.0,296,38194.861934,301,4,1,0,0,data/map2.bmp
732.5,824,38202.325439,745,2,1,1,0,data/map2.bmp
208.0,400,38206.264785,359,4,1,0,0,data/map2.bmp
98.5,1924,38223.668347,259,1,1,0,0,data/map2.bmp
161.5,319,38227.042933,320,2,2,0,0,data/map1.bmp
635.0,986,38236.822512,744,4,1,1,0,data/map1.bmp
725.0,414,38240.636568,727,2,1,1,0,data/map2.bmp
59.5,283,38243.322341,226,4,2,0,0,data/map2.bmp
959.5,380,38247.26585,1015,4,0,1,0,data/map1.bmp
89.0,235,38249.712336,242,2,2,0,0,data/map1.bmp
727.5,366,38253.433381,736,4,0,1,0,data/map2.bmp
793.0,489,38258.154682,794,1,1,1,0,data/map1.bmp
715.0,442,38262.162819,721,4,0,1,0,data/map2.bmp
37.0,203,38264.253089,208,4,2,0,0,data/map2.bmp
48.5,986,38273.254038,209,4,0,0,0,data/map2.bmp
749.5,285,38276.259108,752,1,1,1,0,data/map2.bmp
80.5,252,38278.425518,238,4,2,0,0,data/map2.bmp
769.0,358,38281.920374,820,1,1,1,0,data/map1.bmp
716.5,368,38285.583127,818,4,0,1,0,data/map1.bmp
298.5,269,38288.252248,464,4,2,0,0,data/map1.bmp
472.5,308,38291.727441,629,4,2,0,0,data/map1.bmp
597.5,789,38298.889382,702,2,1,1,0,data/map2.bmp
46.0,298,38301.780319,198,4,0,0,0,data/map2.bmp
266.0,415,38305.793023,433,4,1,0,0,data/map1.bmp
544.5,1409,38318.334842,610,1,1,1,0,data/map1.bmp
155,346,38321.797069,305,4,2,0,0,data/map2.bmp
292.0,288,38324.556816,444,4,2,0,0,data/map2.bmp
232.5,405,38328.921605,390,4,1,0,0,data/map1.bmp
413.5,293,38331.827153,571,4,2,0,0,data/map1.bmp
44.5,722,38338.5563,208,4,0,0,0,data/map2.bmp
714.0,620,38344.310097,717,1,1,1,0,data/map1.bmp
97.5,1196,38356.015992,259,4,0,0,0,data/map2.bmp
46.0,345,38359.215023,205,4,1,0,0,data/map2.bmp
154.0,304,38362.483009,307,4,1,0,0,data/map2.bmp
139.5,356,38366.032943,294,4,0,0,0,data/map1.bmp
236.0,2551,38388.924373,299,1,1,1,0,data/map2.bmp
98.0,576,38394.723026,254,4,1,0,0,data/map2.bmp
195.0,202,38396.615927,351,4,2,0,0,data/map1.bmp
691.0,565,38402.293698,746,2,1,1,0,data/map2.bmp
237.0,263,38404.895806,391,2,2,0,0,data/map1.bmp
767.0,699,38411.61129,802,4,0,1,0,data/map1.bmp
712.0,703,38418.736894,819,4,1,1,0,data/map2.bmp
785.0,528,38423.765172,886,2,2,1,0,data/map1.bmp
135.0,384,38427.509193,290,4,0,0,0,data/map1.bmp
102.5,958,38437.075324,259,4,0,0,0,data/map2.bmp
751.5,274,38439.741463,755,2,1,1,0,data/map2.bmp
83.5,529,38444.875416,239,1,1,0,0,data/map1.bmp
333.5,322,38448.180659,484,4,1,0,0,data/map1.bmp
344.5,308,38451.492325,498,4,1,0,0,data/map1.bmp
133.5,915,38460.104589,291,1,1,0,0,data/map1.bmp
753.5,641,38466.493395,863,4,0,1,0,data/map1.bmp
186.5,233,38468.839519,340,4,2,0,0,data/map2.bmp
217.5,286,38471.56179,376,4,2,0,0,data/map2.bmp
221.5,1329,38484.557836,387,4,0,0,0,data/map1.bmp
123.5,344,38488.131482,284,4,0,0,0,data/map1.bmp
91.5,263,38490.88812,245,4,2,0,0,data/map2.bmp
62.0,428,38495.205093,227,4,1,0,0,data/map1.bmp
369.5,2348,38517.288859,472,1,1,1,0,data/map1.bmp
738.5,349,38520.352121,740,1,1,1,0,data/map2.bmp
42.0,819,38528.199732,199,4,0,0,0,data/map2.bmp
160.0,237,38530.671482,312,2,2,0,0,data/map1.bmp
717.5,441,38534.619713,821,2,1,1,0,data/map2.bmp
253.0,171,38536.411564,405,4,2,0,0,data/map1.bmp
