#{"t_start": 1608296931.5065482, "env_id": null}
r,l,t,score,ghosts,level,win,d,map
835.0,271,20536.466029,837,1,1,1,0,data/map1.bmp
766,379,20541.655565,866,2,2,1,0,data/map1.bmp
277.0,347,20546.605445,440,4,1,0,0,data/map1.bmp
190.5,332,20550.922726,341,4,0,0,0,data/map1.bmp
751,291,20554.589586,751,2,1,1,0,data/map2.bmp
837.0,357,20559.459857,938,4,1,1,0,data/map2.bmp
868.5,345,20564.357564,922,4,0,1,0,data/map1.bmp
741.0,496,20571.144379,842,4,0,1,0,data/map1.bmp
806,267,20574.530723,806,1,1,1,0,data/map2.bmp
746,315,20578.494918,746,4,0,1,0,data/map2.bmp
800.5,292,20582.675714,851,4,1,1,0,data/map2.bmp
836,275,20586.423986,836,4,0,1,0,data/map1.bmp
440.0,370,20591.247922,591,4,2,0,0,data/map1.bmp
787,273,20594.798888,787,1,1,1,0,data/map1.bmp
779,311,20598.80622,829,4,0,1,0,data/map1.bmp
662.5,479,20605.268008,714,4,1,1,0,data/map2.bmp
809.0,407,20610.681988,860,4,0,1,0,data/map1.bmp
133.0,330,20615.458354,285,4,1,0,0,data/map1.bmp
632.0,320,20619.485346,745,4,0,1,0,data/map2.bmp
267.5,191,20622.388076,418,2,2,0,0,data/map1.bmp
803,281,20625.900973,803,1,1,1,0,data/map2.bmp
680.5,390,20631.090778,781,4,0,1,0,data/map2.bmp
865.5,358,20636.099021,870,4,0,1,0,data/map1.bmp
810.5,385,20641.401619,864,4,1,1,0,data/map1.bmp
1075.5,323,20645.706436,1127,4,2,1,0,data/map1.bmp
533.5,338,20650.322411,688,4,2,0,0,data/map1.bmp
1021.0,340,20655.147536,1073,2,2,1,0,data/map1.bmp
700.0,288,20658.757384,752,2,1,1,0,data/map2.bmp
868.0,350,20663.582433,889,4,1,1,0,data/map2.bmp
853.0,371,20668.367357,867,4,1,1,0,data/map1.bmp
807,261,20672.132596,807,1,1,1,0,data/map2.bmp
644.5,309,20676.066303,748,4,1,1,0,data/map2.bmp
787,273,20679.659464,787,1,1,1,0,data/map1.bmp
869.5,338,20684.40276,974,4,1,1,0,data/map1.bmp
55.5,407,20689.71587,209,4,0,0,0,data/map2.bmp
784,285,20693.437268,784,1,1,1,0,data/map1.bmp
940.0,331,20698.026966,1043,4,2,1,0,data/map2.bmp
791.5,302,20701.722368,799,1,1,1,0,data/map2.bmp
693.5,320,21050.934304,745,4,0,1,0,data/map2.bmp
748.5,303,21054.682013,799,2,1,1,0,data/map2.bmp
848.5,295,21058.536391,850,4,1,1,0,data/map2.bmp
700,299,21062.808125,750,4,0,1,0,data/map2.bmp
99.0,259,21066.276899,252,4,2,0,0,data/map2.bmp
631,641,21073.65276,681,1,1,1,0,data/map2.bmp
58.0,350,21078.053797,209,4,1,0,0,data/map2.bmp
701,290,21082.152595,801,2,1,1,0,data/map2.bmp
741.0,339,21086.290055,742,2,1,1,0,data/map2.bmp
535.0,308,21090.959607,687,4,2,0,0,data/map1.bmp
752,289,21094.646695,752,2,1,1,0,data/map2.bmp
108.5,297,21098.375867,259,2,1,0,0,data/map2.bmp
676.5,324,21103.048272,777,4,0,1,0,data/map1.bmp
753.5,269,21106.543283,806,4,0,1,0,data/map2.bmp
614.5,405,21111.724434,728,1,1,1,0,data/map2.bmp
750.0,283,21115.222366,753,1,1,1,0,data/map2.bmp
616.0,367,21120.004022,736,1,1,1,0,data/map2.bmp
821,354,21124.865544,921,2,2,1,0,data/map1.bmp
874.5,325,21129.174545,876,4,1,1,0,data/map1.bmp
50.5,271,21133.115148,201,4,2,0,0,data/map2.bmp
805.5,266,21136.460468,806,1,1,1,0,data/map2.bmp
749,303,21140.140683,749,1,1,1,0,data/map2.bmp
51.5,276,21143.727173,203,4,1,0,0,data/map2.bmp
834.5,370,21148.664374,885,4,0,1,0,data/map2.bmp
634.0,368,21153.610447,736,4,2,1,0,data/map2.bmp
747.5,305,21157.528199,748,4,1,1,0,data/map2.bmp
961.0,346,21162.473293,972,4,0,1,0,data/map1.bmp
820.0,340,21167.229344,873,4,0,1,0,data/map1.bmp
612.5,352,21171.438405,739,2,1,1,0,data/map2.bmp
741.5,336,21175.908028,742,2,1,1,0,data/map2.bmp
865.0,354,21180.815644,921,2,2,1,0,data/map1.bmp
766.5,370,21185.90164,867,2,2,1,0,data/map1.bmp
780.0,301,21189.843846,831,4,1,1,0,data/map1.bmp
224.0,312,21194.055189,380,4,1,0,0,data/map1.bmp
751.5,287,21197.984824,752,1,1,1,0,data/map2.bmp
864.0,377,21203.06158,916,2,2,1,0,data/map1.bmp
881,302,21206.976954,931,2,2,1,0,data/map1.bmp
789.5,326,21211.583409,794,4,0,1,0,data/map2.bmp
1008.0,411,21217.183281,1109,4,2,1,0,data/map1.bmp
804.0,271,21220.728239,855,4,1,1,0,data/map2.bmp
340.0,367,21225.794856,491,4,2,0,0,data/map1.bmp
634.5,332,21229.758846,743,1,1,1,0,data/map2.bmp
719.5,337,21234.141187,792,1,1,1,0,data/map2.bmp
742.0,327,21238.628961,794,4,1,1,0,data/map2.bmp
139.0,284,21242.368137,292,4,2,0,0,data/map2.bmp
800.5,290,21245.942847,801,1,1,1,0,data/map2.bmp
808.0,250,21249.241638,809,4,1,1,0,data/map2.bmp
786,279,21252.790833,786,1,1,1,0,data/map1.bmp
648.5,467,21259.009079,766,4,1,1,0,data/map2.bmp
692.0,326,21263.008263,794,2,1,1,0,data/map2.bmp
747.5,290,21267.014787,751,2,1,1,0,data/map2.bmp
852.0,279,21270.665908,854,4,0,1,0,data/map2.bmp
883,293,21274.642388,883,4,0,1,0,data/map1.bmp
68.5,547,21281.916458,241,4,0,0,0,data/map1.bmp
753,283,21285.885679,753,1,1,1,0,data/map2.bmp
752.0,281,21289.410246,803,1,1,1,0,data/map2.bmp
860,409,21294.886692,860,4,1,1,0,data/map1.bmp
927.0,318,21299.139415,928,4,1,1,0,data/map1.bmp
754,277,21303.041926,754,1,1,1,0,data/map2.bmp
870.5,341,21307.551686,973,4,1,1,0,data/map1.bmp
822.0,341,21312.215693,873,4,0,1,0,data/map1.bmp
754,279,21315.700192,754,1,1,1,0,data/map2.bmp
754,277,21319.136554,754,1,1,1,0,data/map2.bmp
937,521,21326.169852,987,4,1,1,0,data/map1.bmp
1016.5,364,21331.265557,1069,4,2,1,0,data/map1.bmp
722.5,368,21336.12243,786,4,1,1,0,data/map2.bmp
832,295,21339.913952,832,1,1,1,0,data/map1.bmp
1063.0,430,21346.242491,1105,4,1,1,0,data/map1.bmp
754.5,272,21349.625784,755,1,1,1,0,data/map2.bmp
640.5,581,21356.92216,775,1,1,1,0,data/map1.bmp
1116.5,347,21361.852576,1222,4,2,1,0,data/map1.bmp
880.0,311,21366.321252,947,4,0,1,0,data/map2.bmp
202.0,394,21371.521663,389,4,1,0,0,data/map1.bmp
696.5,311,21375.466911,747,4,1,1,0,data/map2.bmp
645.5,316,21379.452724,746,4,2,1,0,data/map2.bmp
731.0,532,21386.973489,835,1,1,1,0,data/map1.bmp
696,315,21391.012059,746,4,2,1,0,data/map2.bmp
756,265,21394.360438,756,1,1,1,0,data/map2.bmp
753,282,21398.064404,753,4,0,1,0,data/map2.bmp
844.0,479,21404.671557,946,4,0,1,0,data/map1.bmp
992.5,328,21409.490749,994,4,1,1,0,data/map2.bmp
818.5,356,21414.058527,920,4,0,1,0,data/map1.bmp
885,281,21418.183574,885,2,2,1,0,data/map1.bmp
155.0,297,21422.047323,306,4,2,0,0,data/map2.bmp
1119.5,349,21426.978225,1122,4,2,1,0,data/map1.bmp
930,306,21430.85528,980,2,2,1,0,data/map1.bmp
875,333,21435.530163,925,2,2,1,0,data/map1.bmp
377.0,285,21439.431007,528,4,2,0,0,data/map1.bmp
811.0,366,21444.503214,868,4,0,1,0,data/map1.bmp
1129,313,21448.723022,1129,4,2,1,0,data/map1.bmp
926.0,322,21453.315622,1027,2,2,1,0,data/map1.bmp
745,320,21457.129706,745,1,1,1,0,data/map2.bmp
698,308,21461.349931,748,2,1,1,0,data/map2.bmp
152.0,255,21464.876283,303,4,1,0,0,data/map2.bmp
705.0,399,21469.820096,780,1,1,1,0,data/map2.bmp
806,267,21473.243845,806,2,1,1,0,data/map2.bmp
916,379,21478.361859,916,2,2,1,0,data/map1.bmp
823.5,321,21482.479917,827,1,1,1,0,data/map1.bmp
915.0,379,21487.759472,966,4,1,1,0,data/map1.bmp
698.5,457,21493.797892,750,1,1,1,0,data/map1.bmp
1021.0,346,21498.534406,1022,2,2,1,0,data/map1.bmp
805,273,21502.068291,805,1,1,1,0,data/map2.bmp
792,335,21506.129711,792,2,1,1,0,data/map2.bmp
741.0,330,21510.807424,843,4,1,1,0,data/map2.bmp
974,335,21515.634979,1024,4,2,1,0,data/map1.bmp
328.5,203,21518.233367,483,4,2,0,0,data/map1.bmp
884.5,336,21522.855875,942,4,0,1,0,data/map2.bmp
752.5,280,21526.404889,753,2,1,1,0,data/map2.bmp
287,338,21531.235418,437,4,1,0,0,data/map1.bmp
873,344,21535.708555,873,4,1,1,0,data/map1.bmp
925,331,21540.422631,975,4,0,1,0,data/map1.bmp
662.0,477,21546.816586,714,4,0,1,0,data/map2.bmp
81.5,261,21550.304405,264,4,0,0,0,data/map2.bmp
481.0,358,21554.96897,632,4,2,0,0,data/map1.bmp
922.5,337,21559.805686,924,4,0,1,0,data/map1.bmp
834,287,21563.521308,834,1,1,1,0,data/map1.bmp
642,336,21568.113781,742,4,2,1,0,data/map2.bmp
848,305,21572.050371,948,4,2,1,0,data/map2.bmp
717.5,418,21577.601181,776,1,1,1,0,data/map2.bmp
685.5,339,21581.909398,792,4,1,1,0,data/map2.bmp
970.5,333,21586.714141,1025,4,0,1,0,data/map1.bmp
837.5,263,21590.205081,839,1,1,1,0,data/map1.bmp
726,417,21595.436504,726,2,1,1,0,data/map2.bmp
236.0,443,21601.698983,390,4,0,0,0,data/map1.bmp
754,279,21605.31347,754,4,1,1,0,data/map2.bmp
894.5,316,21609.173595,896,2,1,1,0,data/map2.bmp
749,303,21613.254539,749,4,2,1,0,data/map2.bmp
850,299,21617.012331,850,2,1,1,0,data/map2.bmp
833.5,436,21622.591014,854,1,1,1,0,data/map1.bmp
772.5,427,21628.473543,774,4,0,1,0,data/map2.bmp
808.5,253,21631.813796,809,2,1,1,0,data/map2.bmp
1016.5,363,21636.348212,1069,2,2,1,0,data/map1.bmp
751,290,21640.351413,751,1,1,1,0,data/map2.bmp
799.5,345,21644.740407,872,1,1,1,0,data/map1.bmp
1162.0,394,21650.308682,1213,4,2,1,0,data/map1.bmp
806,269,21654.149016,806,1,1,1,0,data/map2.bmp
790.0,330,21658.303502,893,4,0,1,0,data/map2.bmp
427.0,418,21664.091204,590,4,0,0,0,data/map1.bmp
928,319,21668.664766,978,2,2,1,0,data/map1.bmp
787.5,268,21672.158353,838,1,1,1,0,data/map1.bmp
737.0,353,21676.951945,839,4,2,1,0,data/map2.bmp
883,292,21680.736969,883,1,1,1,0,data/map1.bmp
105.5,346,21685.301966,258,2,1,0,0,data/map2.bmp
800.5,288,21689.00772,852,4,1,1,0,data/map2.bmp
1126.5,323,21693.714924,1177,4,2,1,0,data/map1.bmp
668.5,346,21698.003145,740,4,0,1,0,data/map2.bmp
1112.5,356,21703.080004,1120,4,0,1,0,data/map1.bmp
756,265,21706.358512,756,1,1,1,0,data/map2.bmp
803,280,21709.895989,803,2,1,1,0,data/map2.bmp
733.5,351,21714.706457,839,4,1,1,0,data/map2.bmp
824.0,323,21719.381749,827,4,1,1,0,data/map1.bmp
387.5,339,21723.778355,538,4,1,0,0,data/map1.bmp
694.5,305,21728.11121,798,4,1,1,0,data/map2.bmp
753.5,278,21731.511761,754,2,1,1,0,data/map2.bmp
931.0,381,21736.632262,1033,4,1,1,0,data/map2.bmp
755,273,21740.141735,755,1,1,1,0,data/map2.bmp
795.0,311,21744.126942,797,4,0,1,0,data/map2.bmp
825.5,343,21748.642513,841,1,1,1,0,data/map2.bmp
696.5,302,21752.328533,749,1,1,1,0,data/map2.bmp
753,283,21756.231366,753,1,1,1,0,data/map2.bmp
809,251,21759.51708,809,2,1,1,0,data/map2.bmp
783,291,21763.298855,833,1,1,1,0,data/map1.bmp
778,317,21767.3946,878,2,2,1,0,data/map1.bmp
748.0,300,21771.626265,799,4,0,1,0,data/map2.bmp
793.5,638,21779.81489,814,1,1,1,0,data/map1.bmp
698,309,21783.611693,748,2,1,1,0,data/map2.bmp
968.5,349,21788.614525,1022,4,1,1,0,data/map1.bmp
233.0,365,21793.545458,392,4,1,0,0,data/map2.bmp
771.5,350,21797.872274,789,4,0,1,0,data/map2.bmp
731.5,295,21802.145547,782,1,1,1,0,data/map1.bmp
753,281,21805.635324,753,1,1,1,0,data/map2.bmp
764.5,330,21809.980611,825,4,1,1,0,data/map1.bmp
50.5,378,21814.975613,209,4,0,0,0,data/map2.bmp
972.0,343,21819.84265,1023,4,1,1,0,data/map1.bmp
257.5,77,21821.193074,410,4,2,0,0,data/map1.bmp
190.0,298,21825.057763,341,2,2,0,0,data/map1.bmp
785,281,21828.689525,785,1,1,1,0,data/map1.bmp
230.0,530,21835.860405,388,4,1,0,0,data/map1.bmp
346.0,738,21845.824839,541,4,0,0,0,data/map1.bmp
190.5,439,21851.645581,341,4,1,0,0,data/map1.bmp
178.0,356,21856.644992,332,4,0,0,0,data/map1.bmp
976.0,396,21862.233695,1012,4,0,1,0,data/map1.bmp
96.0,289,21866.422704,249,4,2,0,0,data/map2.bmp
1020.5,347,21871.048996,1072,2,2,1,0,data/map1.bmp
923.0,351,21875.828793,989,4,1,1,0,data/map2.bmp
86.0,313,21880.254114,245,4,2,0,0,data/map2.bmp
919.5,337,21884.508664,924,2,2,1,0,data/map1.bmp
69.5,438,21890.671375,306,2,1,0,0,data/map2.bmp
836,277,21894.48599,836,4,0,1,0,data/map1.bmp
752,287,21898.348763,752,4,0,1,0,data/map2.bmp
704,278,21901.838708,754,1,1,1,0,data/map2.bmp
845.5,408,21907.37713,960,4,0,1,0,data/map1.bmp
837.0,346,21912.085146,890,4,1,1,0,data/map2.bmp
643.0,321,21916.468327,745,4,0,1,0,data/map2.bmp
821.5,318,21920.670884,828,4,0,1,0,data/map1.bmp
776.5,303,21924.573086,781,1,1,1,0,data/map1.bmp
1018.5,348,21929.59001,1072,4,2,1,0,data/map1.bmp
733.5,360,21934.387503,837,4,1,1,0,data/map2.bmp
783.5,364,21939.246645,787,4,0,1,0,data/map2.bmp
846,317,21943.291303,846,4,2,1,0,data/map2.bmp
48.5,276,21946.932992,202,4,2,0,0,data/map2.bmp
678.0,399,21952.580456,780,4,1,1,0,data/map2.bmp
642.5,318,21956.56907,746,4,0,1,0,data/map2.bmp
201.0,309,21960.445021,356,4,2,0,0,data/map2.bmp
749,300,21964.574701,749,2,1,1,0,data/map2.bmp
858.0,254,21968.062572,859,4,2,1,0,data/map2.bmp
914.0,352,21972.3587,971,4,0,1,0,data/map1.bmp
828.0,311,21976.707478,829,1,1,1,0,data/map1.bmp
855,270,21980.381427,855,4,2,1,0,data/map2.bmp
688.5,321,21984.91993,745,4,0,1,0,data/map2.bmp
668.5,532,21991.735339,835,1,1,1,0,data/map1.bmp
517.0,679,22000.309697,806,1,1,1,0,data/map1.bmp
288.5,325,22004.936153,441,2,2,0,0,data/map1.bmp
829.5,301,22008.791322,831,1,1,1,0,data/map1.bmp
152,284,22012.504127,302,4,2,0,0,data/map2.bmp
717.5,436,22018.763556,804,4,0,1,0,data/map1.bmp
927.0,312,22022.749311,929,1,1,1,0,data/map1.bmp
55.0,305,22026.702631,208,4,2,0,0,data/map2.bmp
829.5,512,22033.602816,939,4,1,1,0,data/map1.bmp
754,277,22037.487173,754,1,1,1,0,data/map2.bmp
903.5,276,22041.159165,954,4,1,1,0,data/map2.bmp
980.0,300,22045.020192,981,2,2,1,0,data/map1.bmp
831,304,22048.839901,831,1,1,1,0,data/map1.bmp
155.0,312,22053.367219,308,4,2,0,0,data/map2.bmp
794.5,312,22057.195326,797,2,1,1,0,data/map2.bmp
853.0,277,22060.627949,854,1,1,1,0,data/map2.bmp
657,260,22064.149245,757,4,2,1,0,data/map2.bmp
636.0,346,22068.878887,740,4,0,1,0,data/map2.bmp
265.0,277,22072.610811,419,2,2,0,0,data/map1.bmp
1031,300,22076.931343,1031,2,2,1,0,data/map1.bmp
811.5,391,22082.021266,813,1,1,1,0,data/map1.bmp
748,309,22085.78344,748,1,1,1,0,data/map2.bmp
154.5,271,22089.326241,307,4,2,0,0,data/map2.bmp
883,290,22093.545478,883,2,2,1,0,data/map1.bmp
801.0,289,22097.318401,852,4,1,1,0,data/map2.bmp
804.0,271,22100.727807,805,1,1,1,0,data/map2.bmp
733.5,581,22107.879574,793,2,1,1,0,data/map2.bmp
803,283,22112.221388,853,4,2,1,0,data/map2.bmp
747.0,307,22116.146453,748,4,1,1,0,data/map2.bmp
908.0,361,22121.24788,969,4,1,1,0,data/map1.bmp
665.0,555,22128.578301,780,4,0,1,0,data/map1.bmp
673.5,313,22133.078308,779,4,0,1,0,data/map1.bmp
740.5,296,22136.72912,750,1,1,1,0,data/map2.bmp
92.5,298,22140.584449,252,4,2,0,0,data/map2.bmp
43.5,191,22143.504158,198,4,1,0,0,data/map2.bmp
630.5,521,22150.047194,755,4,0,1,0,data/map2.bmp
677.0,325,22153.818821,744,2,1,1,0,data/map2.bmp
728.0,451,22159.928867,819,2,1,1,0,data/map2.bmp
803.0,277,22163.385863,804,1,1,1,0,data/map2.bmp
31.0,218,22166.453856,184,4,2,0,0,data/map2.bmp
-4.0,217,22169.113402,149,2,1,0,0,data/map2.bmp
719.0,345,22173.871052,772,1,1,1,0,data/map1.bmp
839.5,345,22178.611704,940,4,2,1,0,data/map2.bmp
234.5,322,22182.805557,389,4,1,0,0,data/map1.bmp
790,259,22186.24123,790,1,1,1,0,data/map1.bmp
1106.5,405,22192.151277,1160,4,2,1,0,data/map1.bmp
177.0,363,22196.647832,355,2,1,0,0,data/map2.bmp
751,293,22200.869533,751,4,0,1,0,data/map2.bmp
784,289,22204.640438,784,1,1,1,0,data/map1.bmp
300.5,301,22208.468497,456,4,2,0,0,data/map2.bmp
636.5,340,22212.729594,741,4,2,1,0,data/map2.bmp
754,277,22216.185649,754,1,1,1,0,data/map2.bmp
667.0,346,22220.895399,740,4,0,1,0,data/map2.bmp
783,292,22224.627933,783,1,1,1,0,data/map1.bmp
932,296,22228.45508,932,2,2,1,0,data/map1.bmp
685.5,517,22235.40375,788,4,0,1,0,data/map1.bmp
659.0,467,22241.673176,766,4,1,1,0,data/map2.bmp
1020.0,350,22246.420673,1021,2,2,1,0,data/map1.bmp
828.0,314,22250.551074,879,2,2,1,0,data/map1.bmp
408,194,22253.573349,558,4,2,0,0,data/map1.bmp
714.5,324,22257.799996,777,4,0,1,0,data/map1.bmp
977.5,316,22262.358637,978,2,2,1,0,data/map1.bmp
88.5,303,22266.40063,240,4,0,0,0,data/map1.bmp
788,265,22269.835527,788,1,1,1,0,data/map1.bmp
831,301,22274.055422,831,4,0,1,0,data/map1.bmp
842.5,333,22278.220269,943,4,2,1,0,data/map2.bmp
227.0,344,22283.110783,378,4,1,0,0,data/map1.bmp
757,263,22286.439455,757,1,1,1,0,data/map2.bmp
750.0,287,22290.256745,752,4,1,1,0,data/map2.bmp
884,285,22293.952115,884,1,1,1,0,data/map1.bmp
894.5,316,22298.398689,896,4,1,1,0,data/map2.bmp
724.5,311,22302.520621,829,4,0,1,0,data/map1.bmp
751,291,22306.723193,801,4,0,1,0,data/map2.bmp
751,291,22310.279384,751,1,1,1,0,data/map2.bmp
883.5,281,22314.084889,935,4,0,1,0,data/map1.bmp
696,318,22318.36285,746,2,1,1,0,data/map2.bmp
858.0,385,22323.862864,964,4,1,1,0,data/map1.bmp
874,339,22328.101597,924,2,2,1,0,data/map1.bmp
1022.0,341,22332.566859,1123,4,2,1,0,data/map1.bmp
369.0,289,22336.466342,521,4,2,0,0,data/map1.bmp
182.5,337,22341.229975,337,2,2,0,0,data/map1.bmp
689.0,334,22345.311426,743,2,1,1,0,data/map2.bmp
1057.0,408,22351.755339,1160,4,2,1,0,data/map1.bmp
802,289,22355.488794,802,4,0,1,0,data/map2.bmp
700,297,22359.205267,750,2,1,1,0,data/map2.bmp
848,305,22363.044969,848,4,1,1,0,data/map2.bmp
706,268,22366.798519,756,1,1,1,0,data/map2.bmp
754,279,22370.224633,754,1,1,1,0,data/map2.bmp
1103.0,416,22375.843199,1208,4,2,1,0,data/map1.bmp
82.5,199,22378.763343,233,4,1,0,0,data/map2.bmp
173.0,344,22383.294932,330,4,0,0,0,data/map1.bmp
817.5,354,22388.275381,871,4,1,1,0,data/map1.bmp
706.0,470,22394.355368,765,4,0,1,0,data/map2.bmp
811.5,332,22398.69048,875,4,0,1,0,data/map1.bmp
750.5,292,22402.816661,751,4,0,1,0,data/map2.bmp
893,330,22406.991302,893,4,0,1,0,data/map2.bmp
728.0,311,22411.340688,747,4,0,1,0,data/map2.bmp
750.5,293,22415.095376,751,4,0,1,0,data/map2.bmp
40.5,380,22420.218532,207,4,1,0,0,data/map2.bmp
753,281,22423.845918,753,4,0,1,0,data/map2.bmp
750,295,22427.656723,750,4,0,1,0,data/map2.bmp
787,271,22431.244394,837,1,1,1,0,data/map1.bmp
798,307,22435.485489,848,2,1,1,0,data/map2.bmp
850,295,22439.372877,900,4,1,1,0,data/map2.bmp
1023,344,22444.377871,1073,4,2,1,0,data/map1.bmp
736,277,22448.01045,786,1,1,1,0,data/map1.bmp
537.0,397,22453.599393,689,4,2,0,0,data/map1.bmp
1062.5,365,22458.698158,1168,4,2,1,0,data/map1.bmp
764.5,338,22463.542783,824,4,1,1,0,data/map1.bmp
708.5,395,22468.670816,762,1,1,1,0,data/map1.bmp
827.5,311,22472.674688,829,1,1,1,0,data/map1.bmp
1172.0,330,22477.466339,1225,4,2,1,0,data/map1.bmp
100,264,22480.989635,250,4,2,0,0,data/map2.bmp
837.5,266,22484.492607,838,1,1,1,0,data/map1.bmp
801.5,280,22488.198368,853,4,1,1,0,data/map2.bmp
790.5,342,22492.937207,841,4,2,1,0,data/map2.bmp
736,276,22496.619845,786,1,1,1,0,data/map1.bmp
971,352,22501.476194,971,2,2,1,0,data/map1.bmp
189.0,262,22504.98406,342,4,2,0,0,data/map2.bmp
814.5,349,22509.409425,922,2,2,1,0,data/map1.bmp
698.5,298,22513.340373,750,1,1,1,0,data/map2.bmp
864.5,362,22518.397993,919,2,2,1,0,data/map1.bmp
85.0,246,22521.473,240,4,1,0,0,data/map1.bmp
825.5,321,22526.103465,877,4,0,1,0,data/map1.bmp
757.0,394,22531.455791,863,4,0,1,0,data/map1.bmp
782.0,350,22536.196341,839,4,1,1,0,data/map2.bmp
433.0,370,22541.372599,588,4,2,0,0,data/map1.bmp
900,299,22545.189691,900,4,2,1,0,data/map2.bmp
798.5,304,22549.003084,799,2,1,1,0,data/map2.bmp
771.0,326,22553.445821,776,1,1,1,0,data/map1.bmp
972,348,22558.3221,1022,4,1,1,0,data/map1.bmp
900.0,419,22563.956053,958,4,0,1,0,data/map1.bmp
837,271,22567.470929,837,1,1,1,0,data/map1.bmp
752,289,22571.013097,752,2,1,1,0,data/map2.bmp
619.0,704,22580.699216,751,4,0,1,0,data/map1.bmp
908.5,390,22586.111444,1013,4,1,1,0,data/map1.bmp
902,286,22589.807889,902,4,1,1,0,data/map2.bmp
639.5,335,22594.418201,742,4,1,1,0,data/map2.bmp
828.0,304,22598.29511,831,1,1,1,0,data/map1.bmp
799.5,283,22601.953764,903,4,1,1,0,data/map2.bmp
1049.5,399,22607.463869,1062,4,1,1,0,data/map1.bmp
157.0,300,22611.766641,309,4,1,0,0,data/map2.bmp
980,307,22615.920201,1030,4,0,1,0,data/map1.bmp
680.0,302,22619.97826,781,4,0,1,0,data/map1.bmp
435,333,22624.79638,585,4,2,0,0,data/map1.bmp
974.0,332,22629.486584,975,2,2,1,0,data/map1.bmp
983,380,22634.216904,1033,4,2,1,0,data/map2.bmp
756.0,411,22639.474424,809,1,1,1,0,data/map1.bmp
801.0,275,22642.88828,804,1,1,1,0,data/map2.bmp
797,311,22646.828633,847,4,1,1,0,data/map2.bmp
825.5,327,22651.431815,876,2,2,1,0,data/map1.bmp
161.0,256,22655.042207,312,4,1,0,0,data/map1.bmp
255.5,283,22658.650465,408,4,2,0,0,data/map2.bmp
921.5,336,22663.309499,974,2,2,1,0,data/map1.bmp
647.5,308,22667.223275,748,4,2,1,0,data/map2.bmp
878,318,22671.779335,878,2,2,1,0,data/map1.bmp
840.0,317,22675.579925,846,2,1,1,0,data/map2.bmp
754,277,22679.044045,754,2,1,1,0,data/map2.bmp
773,344,22683.733894,773,1,1,1,0,data/map1.bmp
790,257,22687.258746,790,1,1,1,0,data/map1.bmp
874.5,331,22691.699526,925,2,2,1,0,data/map1.bmp
653.5,279,22695.343618,754,4,1,1,0,data/map2.bmp
804,277,22698.857305,804,2,1,1,0,data/map2.bmp
850,297,22702.749473,850,4,0,1,0,data/map2.bmp
804,277,22706.267201,804,1,1,1,0,data/map2.bmp
754,279,22710.187114,754,1,1,1,0,data/map2.bmp
881,303,22714.02564,881,1,1,1,0,data/map1.bmp
208.0,320,22718.600523,359,4,2,0,0,data/map2.bmp
931.5,292,22722.463255,933,4,0,1,0,data/map1.bmp
489.0,336,22726.852863,640,4,2,0,0,data/map1.bmp
923,342,22731.783391,1023,4,2,1,0,data/map1.bmp
907.5,378,22737.02904,1016,4,2,1,0,data/map1.bmp
105.0,345,22741.780749,257,4,2,0,0,data/map2.bmp
253.5,288,22745.533508,404,4,2,0,0,data/map2.bmp
697.5,307,22749.487408,748,4,0,1,0,data/map2.bmp
755.5,268,22752.824788,756,4,0,1,0,data/map2.bmp
860,408,22758.554602,860,1,1,1,0,data/map1.bmp
80.0,197,22761.005205,231,4,1,0,0,data/map2.bmp
1173.0,333,22765.834295,1175,4,2,1,0,data/map1.bmp
680.5,288,22769.715494,784,4,0,1,0,data/map1.bmp
883.0,287,22773.519533,884,2,2,1,0,data/map1.bmp
886,276,22777.176948,886,2,2,1,0,data/map1.bmp
849,303,22781.423549,849,4,1,1,0,data/map2.bmp
108.0,291,22785.145652,259,4,0,0,0,data/map2.bmp
696.0,305,22789.023652,748,4,0,1,0,data/map2.bmp
808,258,22792.874633,858,2,1,1,0,data/map2.bmp
736.0,270,22796.423607,787,1,1,1,0,data/map1.bmp
55.5,370,22801.272507,209,4,0,0,0,data/map2.bmp
730.0,338,22805.299201,842,2,1,1,0,data/map2.bmp
832,297,22809.253622,882,2,2,1,0,data/map1.bmp
783.5,287,22812.849473,834,1,1,1,0,data/map1.bmp
185.5,316,22817.019587,338,4,1,0,0,data/map1.bmp
1070.5,347,22821.983095,1122,4,2,1,0,data/map1.bmp
785.5,369,22826.993633,886,4,2,1,0,data/map2.bmp
278.0,350,22831.805343,441,2,2,0,0,data/map1.bmp
798,309,22835.649144,798,2,1,1,0,data/map2.bmp
194.5,256,22839.068318,345,4,2,0,0,data/map2.bmp
876.0,312,22843.223082,929,4,1,1,0,data/map1.bmp
390.5,341,22848.17939,541,4,2,0,0,data/map1.bmp
800.0,291,22851.974879,801,4,0,1,0,data/map2.bmp
386.5,296,22856.446004,537,4,2,0,0,data/map1.bmp
928,318,22860.559386,928,2,2,1,0,data/map1.bmp
880,307,22864.460589,880,1,1,1,0,data/map1.bmp
751.5,281,22868.459306,803,2,1,1,0,data/map2.bmp
115.0,182,22870.476812,266,4,2,0,0,data/map2.bmp
754,279,22873.989198,754,1,1,1,0,data/map2.bmp
872.0,319,22878.598563,878,4,1,1,0,data/map1.bmp
1107.5,393,22883.953375,1113,4,1,1,0,data/map1.bmp
